Film Name,Language ID,Language Name,Language BCP47,Version,Total Present,Total Missing,Missing Video IDs
JESUS Film,14277,Bena,bez,142,62,0,
JESUS Film,142777,Toba-Maskoy,tmf,33597,62,0,
JESUS Film,14278,iciBemba,bem,140,62,0,
JESUS Film,1428,Qhichwa,qul,1156,62,0,
JESUS Film,142827,"Gbe, Weme",wem,25764,62,0,
JESUS Film,142830,Weri,wer,33806,62,0,
JESUS Film,142869,Sani,ysn,31572,62,0,
JESUS Film,142878,Noon,snf,33566,62,0,
JESUS Film,142887,Isangu,snq,34979,62,0,
JESUS Film,142900,"Totonac, Coyutla",toc,33105,62,0,
JESUS Film,142905,Tonga,toi,35073,62,0,
JESUS Film,142907,"Totonac, Papantla",top,31579,62,0,
JESUS Film,142947,Wolane,wle,35571,62,0,
JESUS Film,14295,"Karen, Pwo Eastern",kjp,34898,62,0,
JESUS Film,142964,Wambon,wms,34480,62,0,
JESUS Film,142979,Yukpa,yup,34841,62,0,
JESUS Film,142985,Yuracare,yuz,33411,62,0,
JESUS Film,142986,Yawa,yva,32880,62,0,
JESUS Film,143000,Temi,soz,35128,62,0,
JESUS Film,143039,Trinitario,trn,33414,62,0,
JESUS Film,143058,We Northern,wob,1514,62,0,
JESUS Film,143147,Waropen,wrp,34507,62,0,
JESUS Film,143157,Waskia,wsk,33113,62,0,
JESUS Film,143169,Wumvu,wum,35030,62,0,
JESUS Film,143175,Zaramo,zaj,32791,62,0,
JESUS Film,143190,Batui,zbt,35245,62,0,
JESUS Film,143207,Waata,ssn,33940,62,0,
JESUS Film,143265,"Zhuang, Nong",zhn,32637,62,0,
JESUS Film,143268,Zia,zia,33800,62,0,
JESUS Film,143295,Owa,stn,33630,62,0,
JESUS Film,143300,Silt'E,stv,470,62,0,
JESUS Film,143302,Suena,sue,33787,62,0,
JESUS Film,143311,"Tat, Azeri",ttt,34672,62,0,
JESUS Film,143321,Tuyuca,tue,34394,62,0,
JESUS Film,143322,Tunia,tug,35561,62,0,
JESUS Film,143339,Malayic Dayak,xdy,29672,62,0,
JESUS Film,143340,Hdi,xed,32861,62,0,
JESUS Film,143356,Mbandja,zmz,917,62,0,
JESUS Film,143368,Zapoteco De San Juan Comaltepec,zpc,1,62,0,
JESUS Film,143382,Eshira,swj,35031,62,0,
JESUS Film,143387,Suau,swp,33574,62,0,
JESUS Film,143400,Majhi,mjz,34519,62,0,
JESUS Film,143419,San Chi,mlc,866,62,0,
JESUS Film,143435,Roviana,rug,33632,62,0,
JESUS Film,143453,Ndut,ndv,33561,62,0,
JESUS Film,143459,Orang Seletar,ors,40745,62,0,
JESUS Film,143460,"Oriya, Adivasi",ort,32630,62,0,
JESUS Film,143465,Ososo,oso,35231,62,0,
JESUS Film,143469,Ot Danum,otd,343,62,0,
JESUS Film,143475,Otoro,otr,33703,62,0,
JESUS Film,143488,Manambu,mle,35565,62,0,
JESUS Film,143494,Kiwilwana,mlk,35444,62,0,
JESUS Film,143497,Malango Teha,mln,35567,62,0,
JESUS Film,143501,To'Abaita,mlu,35568,62,0,
JESUS Film,143542,Lutos,ndy,34322,62,0,
JESUS Film,143568,Oyda,oyd,34690,62,0,
JESUS Film,143573,Pagabete,pae,34656,62,0,
JESUS Film,14358,"Karen, Pwo Omkoi",pww,24713,62,0,
JESUS Film,143600,Padoe,pdo,35120,62,0,
JESUS Film,143610,Saafi-Saafi,sav,30587,62,0,
JESUS Film,143624,Agabag,sbr,35184,62,0,
JESUS Film,143643,Ngungwel,ngz,34271,62,0,
JESUS Film,143668,Pangwali,pgg,33650,62,0,
JESUS Film,143690,Sanggau,scg,35035,62,0,
JESUS Film,143707,"Nahuatl, Zacatlan-Ahuacatlan-Tepetzintla",nhi,35541,62,0,
JESUS Film,143712,"Nahuatl, Isthmus-Pajapan",nhp,35547,62,0,
JESUS Film,143731,Lamatuka,lmq,35215,62,0,
JESUS Film,143732,Lamalera,lmr,35214,62,0,
JESUS Film,143747,Lango - South Sudan,lno,34745,62,0,
JESUS Film,143751,Lobi,lob,31064,62,0,
JESUS Film,143753,Yine,pib,33408,62,0,
JESUS Film,143762,Piapoco,pio,33591,62,0,
JESUS Film,143768,Pimbwe,piw,32799,62,0,
JESUS Film,143789,মৈইতৈইলোন,mni,35221,62,0,
JESUS Film,143810,"Naga, Liangmai",njn,33465,62,0,
JESUS Film,143827,Lepki,lpe,35469,62,0,
JESUS Film,143834,Laro,lro,32903,62,0,
JESUS Film,14384,ភាសាខ្មែរ,km-kxm,22786,62,0,
JESUS Film,143846,Palikur,plu,35421,62,0,
JESUS Film,143851,Paama,pma,33955,62,0,
JESUS Film,14386,ภาษายาวี,ms-mfa,848,62,0,
JESUS Film,143861,Sougb,mnx,34811,62,0,
JESUS Film,143863,Mwan,moa,34020,62,0,
JESUS Film,143877,Shekkacho,moy,1256,62,0,
JESUS Film,143881,Majang,mpe,32784,62,0,
JESUS Film,143890,"Naga, Khezha",nkh,33467,62,0,
JESUS Film,143904,Gela,nlg,33620,62,0,
JESUS Film,143962,Pinyin,pny,33132,62,0,
JESUS Film,144017,Nama,nmx,34945,62,0,
JESUS Film,144034,Levuka,lvu,35216,62,0,
JESUS Film,144036,Lewo Eleng,lwe,35217,62,0,
JESUS Film,144042,Lewo,lww,34168,62,0,
JESUS Film,144064,Folopa,ppo,33919,62,0,
JESUS Film,144083,Cheke Holo,mrn,32717,62,0,
JESUS Film,144101,Nyangatom,nnj,34167,62,0,
JESUS Film,144116,Nomane,nof,35467,62,0,
JESUS Film,144134,Persian Sign Language,psc,33484,62,0,
JESUS Film,144156,Mualang,mtd,34350,62,0,
JESUS Film,144210,"Manobo, Western Bukidnon",mbb,34588,62,0,
JESUS Film,144214,"Manobo, Ilianen",mbi,34589,62,0,
JESUS Film,144228,"Mixtec, Amoltepec",mbz,34338,62,0,
JESUS Film,144251,Puinave,pui,33588,62,0,
JESUS Film,144252,Punan Tubu,puj,35103,62,0,
JESUS Film,144286,"Naga, Sumi",nsm,1000,62,0,
JESUS Film,144295,Maquiritari,mch,33592,62,0,
JESUS Film,144299,Ese,mcq,33572,62,0,
JESUS Film,144313,"Kroumen, Pye",pye,34604,62,0,
JESUS Film,144330,"Quechua, Southern Pastaza",qup,32812,62,0,
JESUS Film,144351,Are,mwc,34530,62,0,
JESUS Film,144370,"Tepehuan, Northern",ntp,34738,62,0,
JESUS Film,144390,"Quichua, Tena Lowland",quw,34222,62,0,
JESUS Film,144393,Qhichwa,qva,31527,62,0,
JESUS Film,144395,"Quichua, Imbabura Highland",qvi,34269,62,0,
JESUS Film,1444,Afrikaans,af,31883,62,0,
JESUS Film,144408,Qhichwa,qxh,31513,62,0,
JESUS Film,144409,"Quichua, Salasaca Highland",qxl,34218,62,0,
JESUS Film,144413,"Quichua, Canar Highland",qxr,30565,62,0,
JESUS Film,144425,Mele-Fila,mxe,34449,62,0,
JESUS Film,144427,Miju-Mishmi,mxj,33332,62,0,
JESUS Film,144460,Meyah,mej,34456,62,0,
JESUS Film,144461,Mekeo,mek,33117,62,0,
JESUS Film,144465,Mato,met,34425,62,0,
JESUS Film,144471,Bangka,mfb,28398,62,0,
JESUS Film,144472,Mba,mfc,34373,62,0,
JESUS Film,144476,"Mandara, Cameroon",mfi,34968,62,0,
JESUS Film,144481,Rade,rad,1166,62,0,
JESUS Film,144489,Rao,rao,33114,62,0,
JESUS Film,144517,Me'En,mym,25689,62,0,
JESUS Film,144528,Ngad'A,nxg,1033,62,0,
JESUS Film,144539,Olunyole,nyd,1069,62,0,
JESUS Film,144584,Wichi Lhamtes Guisnay,mzh,35316,62,0,
JESUS Film,144593,Deg,mzw,35523,62,0,
JESUS Film,144623,Abureni,mgj,35053,62,0,
JESUS Film,144630,Mailu,mgu,33115,62,0,
JESUS Film,144632,Mbugwe,mgz,32792,62,0,
JESUS Film,144693,Okpe,oke,35230,62,0,
JESUS Film,144701,Oku,oku,32943,62,0,
JESUS Film,144702,Orokaiva,okv,33571,62,0,
JESUS Film,144705,Mochi,old,974,62,0,
JESUS Film,144716,Digaro-Mishmi,mhu,33324,62,0,
JESUS Film,144740,"Luwu, Tae'",rob,35436,62,0,
JESUS Film,144765,"Nahuatl, Northern Puebla",ncj,31502,62,0,
JESUS Film,144766,"Nahuatl, Michoacan",ncl,34739,62,0,
JESUS Film,144776,"Ambae, East",omb,33961,62,0,
JESUS Film,144792,Ono,ons,33833,62,0,
JESUS Film,144834,Saluan,loe,32145,62,0,
JESUS Film,144844,"Miao, Eastern Xiangxi",muq,25534,62,0,
JESUS Film,144869,"Miao, Eastern Qiandong",hmq,25032,62,0,
JESUS Film,144882,Sylheti,syl,35493,62,0,
JESUS Film,144886,"Wa, Vo",wbm,30395,62,0,
JESUS Film,14509,Faka-Tonga,to,30264,62,0,
JESUS Film,1454,Otjiherero,hz,24853,62,0,
JESUS Film,145459,Aralle,atq,34815,62,0,
JESUS Film,145530,Icheve,bec,39618,62,0,
JESUS Film,145699,Bali,ban,95,62,0,
JESUS Film,145845,"Bhojpuri, Nepal",bho,34010,62,0,
JESUS Film,145881,Barka,bib,34489,62,0,
JESUS Film,14629,Къумукъ Tил,kum,29844,62,0,
JESUS Film,14632,Kъэбэрдеибзэ,kbd,581,62,0,
JESUS Film,146378,Batak-Alas,btz,123,62,0,
JESUS Film,146379,Batak-Kluet,btz,34639,62,0,
JESUS Film,146749,Basang,bzy,39625,62,0,
JESUS Film,146764,Lower Daga,dgz,33784,62,0,
JESUS Film,14677,Kumam,kdi,716,62,0,
JESUS Film,14692,Gwere,gwr,479,62,0,
JESUS Film,14694,Lur,alz,31,62,0,
JESUS Film,147081,Blowo,dnj,312,62,0,
JESUS Film,14710,Gungu,rub,30502,62,0,
JESUS Film,147285,Konta,dwr,34756,62,0,
JESUS Film,14731,Nyole,nuj,25863,62,0,
JESUS Film,14749,Mangbetu,mdj,871,62,0,
JESUS Film,147829,"Gondi, Aheri",esg,32709,62,0,
JESUS Film,1479,Setswana,tn,1448,62,0,
JESUS Film,14815,Cymraeg,cy,1510,62,0,
JESUS Film,14818,Gàidhlig,gd,414,62,0,
JESUS Film,148878,Enuani,ibo,34676,62,0,
JESUS Film,148910,Malkangiri Koya,kff,33598,62,0,
JESUS Film,149174,Kalo,khz,35566,62,0,
JESUS Film,149217,Kope,kiw,33203,62,0,
JESUS Film,149219,Gibaio,kiw,32348,62,0,
JESUS Film,149408,Guina-Ang Kalinga,knb,34650,62,0,
JESUS Film,14970,"Tanna, North",tnn,31669,62,0,
JESUS Film,149770,Tembarissa,ktb,35446,62,0,
JESUS Film,149957,Nguna,llp,34169,62,0,
JESUS Film,15013,"Tanna, Southwest",nwi,31485,62,0,
JESUS Film,150352,Karunsi'E,xmz,35121,62,0,
JESUS Film,150415,Tairora,tbg,33361,62,0,
JESUS Film,150571,"Tzutujil, Western",tzj,33109,62,0,
JESUS Film,15088,Panare,pbh,29573,62,0,
JESUS Film,1510,Kalanga,kck,593,62,0,
JESUS Film,151150,Sarlahi Tharu,thq,34607,62,0,
JESUS Film,151261,Makoma,sie,32761,62,0,
JESUS Film,151767,Bidayuh-Jagoi,sne,34368,62,0,
JESUS Film,151817,Shanjo,toi,32760,62,0,
JESUS Film,15210,Poke,pof,29963,62,0,
JESUS Film,15213,Phende,pem,1116,62,0,
JESUS Film,152162,Zayse,zay,33237,62,0,
JESUS Film,15220,Omi,omi,28169,62,0,
JESUS Film,15224,Nyanga,nyj,28087,62,0,
JESUS Film,152300,Mawae,zia,33604,62,0,
JESUS Film,15256,Hema,nix,497,62,0,
JESUS Film,152629,Nta,ndd,35058,62,0,
JESUS Film,15269,Ngbandi,ngb,1039,62,0,
JESUS Film,15300,Mongo-Nkundu,lol,962,62,0,
JESUS Film,15329,Mayogo,mdm,909,62,0,
JESUS Film,153360,Western Lipo,lpo,30652,62,0,
JESUS Film,153397,Taa,pmf,35114,62,0,
JESUS Film,153550,Eastern Poqomchi,poh,33172,62,0,
JESUS Film,153551,Western Poqomchi,poh,24051,62,0,
JESUS Film,153568,Pattae',mqj,25624,62,0,
JESUS Film,153673,Bawean,mad,34603,62,0,
JESUS Film,1538,Kadiweu,kbc,31654,62,0,
JESUS Film,15383,Logo,log,30545,62,0,
JESUS Film,153840,Vajjika,mai,33021,62,0,
JESUS Film,15395,Lika,lik,776,62,0,
JESUS Film,154090,Enrekang,ptt,376,62,0,
JESUS Film,154395,Ikoma,ntk,32871,62,0,
JESUS Film,15471,Sengele,szg,29256,62,0,
JESUS Film,15480,Songe,sop,1302,62,0,
JESUS Film,154906,Tambee,mzq,35122,62,0,
JESUS Film,154958,Provencal,oci,1136,62,0,
JESUS Film,1552,Jaruara,jaa,29582,62,0,
JESUS Film,155279,Omwunra-Toqura,omw,33848,62,0,
JESUS Film,15538,Zimba,zmb,25862,62,0,
JESUS Film,15548,Hungana,hum,24799,62,0,
JESUS Film,15551,Hunde,hke,518,62,0,
JESUS Film,15557,Hemba,hem,25633,62,0,
JESUS Film,15559,Havu,hav,28088,62,0,
JESUS Film,15615,Lendu,led,767,62,0,
JESUS Film,15631,Lamba,lam,751,62,0,
JESUS Film,15633,Kwese,kws,742,62,0,
JESUS Film,15639,Kituba,ktu,671,62,0,
JESUS Film,15642,Kaonde,kqn,615,62,0,
JESUS Film,15653,Kanyok,kny,614,62,0,
JESUS Film,156595,Qena,alw,34823,62,0,
JESUS Film,1566,Hixkaryana,hix,29584,62,0,
JESUS Film,15667,Budza,bja,193,62,0,
JESUS Film,1569,Gaviao Do Jiparana,gvo,31190,62,0,
JESUS Film,1573,Yanomamo,guu,1526,62,0,
JESUS Film,15739,Nkoya,nka,1050,62,0,
JESUS Film,157752,Wakatobi,bhq,1453,62,0,
JESUS Film,15796,Soli,sby,1296,62,0,
JESUS Film,158085,Belleh,blh,35098,62,0,
JESUS Film,1582,Guajajara,gub,31022,62,0,
JESUS Film,158608,Ar Brezhoneg,br,186,62,0,
JESUS Film,15865,Nambya,nmq,25824,62,0,
JESUS Film,158787,Rinconada Bikol,bto,25646,62,0,
JESUS Film,15882,MагIарул MацI,av,29846,62,0,
JESUS Film,158871,Bogghom,bux,31718,62,0,
JESUS Film,158935,Karina,car,35040,62,0,
JESUS Film,158997,Juni Kuin,cbs,34788,62,0,
JESUS Film,159000,Shawi (Chayahuita),cbt,32714,62,0,
JESUS Film,15903,"Comorian, Shingazidja",zdj,29278,62,0,
JESUS Film,159038,Chamba Daka,ccg,30147,62,0,
JESUS Film,15909,Abidji,abi,25767,62,0,
JESUS Film,1592,Cubeo,cub,34264,62,0,
JESUS Film,159392,Chakfem,cky,33438,62,0,
JESUS Film,159546,Central Buang,bzh,33102,62,0,
JESUS Film,15990,"Senoufo, Cebaara",sef,1245,62,0,
JESUS Film,159905,"Zokam, Tedim",ctd,244,62,0,
JESUS Film,1604,Matses,mcf,32712,62,0,
JESUS Film,160430,Ut-Hun,uth,30143,62,0,
JESUS Film,16048,"Guere, Central",gxx,460,62,0,
JESUS Film,16052,"Dida, Yocoboue",gud,332,62,0,
JESUS Film,160575,Finallig,ebk,35459,62,0,
JESUS Film,16064,Guro,goa,33977,62,0,
JESUS Film,16074,Ebrie,ebr,361,62,0,
JESUS Film,1608,Maxakali,mbl,906,62,0,
JESUS Film,16084,"Senoufo, Djimini",dyi,25631,62,0,
JESUS Film,16098,"Bete, Gagnoa",btg,150,62,0,
JESUS Film,16103,"Bete, Daloa",bev,25794,62,0,
JESUS Film,16106,"Bete, Guiberoua",bet,151,62,0,
JESUS Film,16107,Baule,bci,131,62,0,
JESUS Film,16111,Avikam,avi,31648,62,0,
JESUS Film,16116,Adioukrou,adj,25632,62,0,
JESUS Film,16117,Abure,abu,25579,62,0,
JESUS Film,16120,Biafada,bif,35465,62,0,
JESUS Film,161504,Toli-Gbe,guw,35259,62,0,
JESUS Film,16176,Mai Brat,ayz,28738,62,0,
JESUS Film,161859,Bel,gdd,32598,62,0,
JESUS Film,16214,Nalca,nlc,29266,62,0,
JESUS Film,162168,"Pontianak, Hakka",hak,34369,62,0,
JESUS Film,1624,Kayabi,kyz,32345,62,0,
JESUS Film,163136,Kolami,kfb,25596,62,0,
JESUS Film,163423,Kalanguya,kak,34614,62,0,
JESUS Film,163660,Chikunda,kdn,722,62,0,
JESUS Film,163806,Khiamniungan,kix,31993,62,0,
JESUS Film,164090,Tado,klw,34514,62,0,
JESUS Film,164216,Mangalorean Konkani,knn,692,62,0,
JESUS Film,164337,Khandeshi Bhili,khn,32996,62,0,
JESUS Film,16447,"Dani, Western",dnw,316,62,0,
JESUS Film,164768,Dongissa,ktb,35452,62,0,
JESUS Film,16488,Biak,bhw,32879,62,0,
JESUS Film,164996,Kilaangi,lag,755,62,0,
JESUS Film,16618,Basa Sunda,su,34748,62,0,
JESUS Film,16628,Tengger,tes,1383,62,0,
JESUS Film,16639,bahasa Indonesia,id,35456,62,0,
JESUS Film,16640,Osing,osi,1090,62,0,
JESUS Film,16652,Betawi,bew,28698,62,0,
JESUS Film,1669,Urubu-Kaapor,urb,1481,62,0,
JESUS Film,16695,"Malay, Tenggarong Kutai",vkt,849,62,0,
JESUS Film,167552,Chitwan Tharu,the,28207,62,0,
JESUS Film,1676,Kayapo,txu,33003,62,0,
JESUS Film,16777,"Malay, Kota Bangun Kutai",mqg,847,62,0,
JESUS Film,16781,Maanyan,mhy,817,62,0,
JESUS Film,16805,Lawangan,lbx,763,62,0,
JESUS Film,16827,Banjar,bjn,28216,62,0,
JESUS Film,168775,Yandang,ynq,31727,62,0,
JESUS Film,16883,"Malay, Bukit",bvu,25795,62,0,
JESUS Film,16891,"Malay, Ambonese",ms-abs,34845,62,0,
JESUS Film,16900,"Malay, North Moluccan",max,30345,62,0,
JESUS Film,16906,Loloda,loa,34806,62,0,
JESUS Film,169287,Nandeva,tpj,34754,62,0,
JESUS Film,169301,Tlapaneco De Tlacoapa,tpl,34326,62,0,
JESUS Film,16954,Galela,gbi,24031,62,0,
JESUS Film,16956,Fordata,frd,25796,62,0,
JESUS Film,169603,Xinulajgsipij,tqt,32785,62,0,
JESUS Film,1699,Ticuna,tca,30720,62,0,
JESUS Film,17028,Tabaru,tby,31939,62,0,
JESUS Film,17035,Sula,szn,35401,62,0,
JESUS Film,17040,Sahu,saj,31943,62,0,
JESUS Film,17075,Modole,mqo,34807,62,0,
JESUS Film,17110,Ternate,tft,34655,62,0,
JESUS Film,171233,Uud Danum,otd,34370,62,0,
JESUS Film,171395,Kwamba,rwm,32527,62,0,
JESUS Film,171627,Oro Wari,pav,40778,62,0,
JESUS Film,1720,Sanuma,xsu,30420,62,0,
JESUS Film,172218,Dayak Ngaju,nij,1034,62,0,
JESUS Film,17224,Tetun Dili,tdt,34839,62,0,
JESUS Film,17226,Sumbawa,smw,1326,62,0,
JESUS Film,17239,Lamaholot,slp,749,62,0,
JESUS Film,17249,Sasak,sas,24890,62,0,
JESUS Film,17269,Nage,nxe,29117,62,0,
JESUS Film,17282,Manggarai,mqy,872,62,0,
JESUS Film,17346,Sabu,hvn,1210,62,0,
JESUS Film,17365,Banggai,bgz,32146,62,0,
JESUS Film,173673,Dulangan Manobo,mta,32545,62,0,
JESUS Film,17373,Buol,blf,206,62,0,
JESUS Film,173888,Matsigenka,mcb,32722,62,0,
JESUS Film,173946,Pougouli,pug,34466,62,0,
JESUS Film,17408,Wolio,wlo,31524,62,0,
JESUS Film,17423,Tonsea,txs,1434,62,0,
JESUS Film,17424,Tomini,txm,35038,62,0,
JESUS Film,17431,Tombulu,tom,1426,62,0,
JESUS Film,17432,Tonsawang,tnw,35116,62,0,
JESUS Film,17436,Tontemboan,tnt,1435,62,0,
JESUS Film,174473,Qhichwa,qvz,32812,62,0,
JESUS Film,17462,Muna,mnb,981,62,0,
JESUS Film,17467,Mongondow,mog,22788,62,0,
JESUS Film,17471,Mandar,mdr,28719,62,0,
JESUS Film,17492,"Ledo, Ija",lew,35125,62,0,
JESUS Film,17501,Tolaki,lbw,28700,62,0,
JESUS Film,17509,"Kaili, Daa",kzf,25628,62,0,
JESUS Film,175097,Kau Bru,ria,1174,62,0,
JESUS Film,175157,Mambilla,mzk,862,62,0,
JESUS Film,17518,"Konjo, Highland",kjk,691,62,0,
JESUS Film,175252,Yinzebi,nzb,34981,62,0,
JESUS Film,17547,Talaud,tld,1354,62,0,
JESUS Film,17556,Selayar,sly,1242,62,0,
JESUS Film,175683,Dom,rmt,34174,62,0,
JESUS Film,1759,Xavante,xav,1518,62,0,
JESUS Film,17601,Duri,mvp,350,62,0,
JESUS Film,176089, Armâneaşti,rup,25859,62,0,
JESUS Film,176097,Ndola,ndr,31724,62,0,
JESUS Film,176144,Mazagway-Hidi,dkx,32692,62,0,
JESUS Film,17616,Mamasa,mqj,25875,62,0,
JESUS Film,176243,Bangla,bn,40768,62,0,
JESUS Film,17626,Cia-Cia,cia,31557,62,0,
JESUS Film,176313,Ao,njo,997,62,0,
JESUS Film,176424,Tsamakko,tsb,33447,62,0,
JESUS Film,17645,ᨅᨔ ᨕᨘᨁᨗ,bug,34757,62,0,
JESUS Film,17655,"Bajau, Indonesian",bdl,25821,62,0,
JESUS Film,176708,Phom,nph,31994,62,0,
JESUS Film,176838,Lokpa,dop,31108,62,0,
JESUS Film,17688,Aceh,ace,28708,62,0,
JESUS Film,17689,Batak Angkola,akb,127,62,0,
JESUS Film,176906,Cook Islands Maori,rar,31906,62,0,
JESUS Film,17695,Minangkabau,min,24846,62,0,
JESUS Film,17732,Lubu,lcf,35036,62,0,
JESUS Film,17739,Kerinci,kvr,648,62,0,
JESUS Film,17752,Komering,kge,28706,62,0,
JESUS Film,17753,"Malay, Jambi",jax,29670,62,0,
JESUS Film,17757,Kaur,vkk,35218,62,0,
JESUS Film,17760,Serawai,ms-pse-x-Serawai,1250,62,0,
JESUS Film,177626,Ichen,ich,31720,62,0,
JESUS Film,17769,Rejang,rej,1170,62,0,
JESUS Film,17773,Pasemah,ms-pse,1112,62,0,
JESUS Film,17774,Palembang,mui,34903,62,0,
JESUS Film,17785,Ogan,ms-pse-x-Ogan,1076,62,0,
JESUS Film,17797,Mentawai,mwv,25798,62,0,
JESUS Film,178026,Pyam,pym,33436,62,0,
JESUS Film,178043,"Khmer, Standard",km,30775,62,0,
JESUS Film,17807,Gayo,gay,429,62,0,
JESUS Film,17813,Cakap Karo,btx,35225,62,0,
JESUS Film,17814,Sahap Simalungun,bts,128,62,0,
JESUS Film,17815,Batak Mandailing,btm,124,62,0,
JESUS Film,17818,Batak Toba,bbc,129,62,0,
JESUS Film,17820,хуэйзў йүян,dng,30276,62,0,
JESUS Film,179190,Western Garame,acz,39627,62,0,
JESUS Film,179212,Utukwang,afe,32647,62,0,
JESUS Film,1794,Parecis,pab,21981,62,0,
JESUS Film,1795,"Wayampi, Amapari",oym-x-Amapari,1508,62,0,
JESUS Film,179655,Tiyaa,tyy,25745,62,0,
JESUS Film,180517,Southern Gondi (Adilabad),wsg,22747,62,0,
JESUS Film,180999,Eda,kad,29643,62,0,
JESUS Film,181020,Tali,kbn,34971,62,0,
JESUS Film,181477,Enxet,enx,34086,62,0,
JESUS Film,1816,"Nambikuara, Southern",nab,24363,62,0,
JESUS Film,181696,Okpella,atg,30908,62,0,
JESUS Film,181949,Vasavi (Kolche),vas,32906,62,0,
JESUS Film,1821,Munduruku,myu,33541,62,0,
JESUS Film,18259,ᠮᠣᠨᠭᠭᠣᠯ ᠬᠡᠯᠡ,mn,963,62,0,
JESUS Film,183121,Kortha,mai,33599,62,0,
JESUS Film,18321,буряад хэлэн,bxr,32738,62,0,
JESUS Film,18379,Yakut,sah,1523,62,0,
JESUS Film,184451,Gaita Koitor,fmu,31989,62,0,
JESUS Film,184452,Kwamashi,mho,32744,62,0,
JESUS Film,184462,Kokoda K Ainake,hkk,32577,62,0,
JESUS Film,184464,"Kok Borok, Bangladesh",tpe,25785,62,0,
JESUS Film,184467,"Kuvi, Odisha",kxv,33002,62,0,
JESUS Film,184472,Cofan,con,32759,62,0,
JESUS Film,184475,Parakana,pak,32624,62,0,
JESUS Film,184479,Goan Konkani,gom,693,62,0,
JESUS Film,184480,Bai Lama,lay,32631,62,0,
JESUS Film,184483,Wampis,hub,32801,62,0,
JESUS Film,184484,کوردی,kmr,33206,62,0,
JESUS Film,184485,Iten,etx,30916,62,0,
JESUS Film,184486,Bareli Pawri,bfb,30609,62,0,
JESUS Film,184487,Mahasu Pahari,bfz,1096,62,0,
JESUS Film,184489,"Yao, Tanzania",yao,33205,62,0,
JESUS Film,184494,"Makonde, Tanzania",kde,33225,62,0,
JESUS Film,184495,اللغة العربية الفصحى,ar-arb,33226,62,0,
JESUS Film,184496,Kisan,xis,33328,62,0,
JESUS Film,184499,Bado Parja,bdv,25812,62,0,
JESUS Film,18450,башҡорт теле,ba,29127,62,0,
JESUS Film,184500,Ilchamus,saq,33229,62,0,
JESUS Film,184501,"Kechwa, San Martin",qvs,32929,62,0,
JESUS Film,184502,Mundu,muh,32134,62,0,
JESUS Film,184504,"Hlai, Has",lic,505,62,0,
JESUS Film,184505,"Makhau, Tanzania",vmw,33204,62,0,
JESUS Film,184506,"Hani, Haya",hni,33265,62,0,
JESUS Film,184509,Sama Mum,ndi,31731,62,0,
JESUS Film,184510,Ngonde,nyy,32827,62,0,
JESUS Film,184511,Kwangwa,lyn,812,62,0,
JESUS Film,184512,Tehl,mtl,33439,62,0,
JESUS Film,184513,Ellomwe,lon,30614,62,0,
JESUS Film,184515,臺灣話,nan,33305,62,0,
JESUS Film,184517,Hawaiian Ni'Hau,haw,33354,62,0,
JESUS Film,184519,San Andres Islander Creole,icr,29962,62,0,
JESUS Film,184521,Saho-Eritrea,ssy,33490,62,0,
JESUS Film,184528,ଓଡ଼ିଆ,ory,1084,62,0,
JESUS Film,184529,Qashqa'I,qxq,30619,62,0,
JESUS Film,184531,"Arabic, Bedouin",avl,35434,62,0,
JESUS Film,184537,"Od, Rajput",odk,33601,62,0,
JESUS Film,184541,Dibali,bcp,32896,62,0,
JESUS Film,184546,"Tangsa, Kimsing",nst,33648,62,0,
JESUS Film,184547,Wanca,qvw,1155,62,0,
JESUS Film,184548,Gutob Gadaba,gbj,33647,62,0,
JESUS Film,184549,Idaasha,idd,31428,62,0,
JESUS Film,184550,Aikana,tba,33470,62,0,
JESUS Film,184557,Poumai Naga,pmx,28272,62,0,
JESUS Film,184566,Indonesian (Isa),id,29839,62,0,
JESUS Film,184571,Palamua,kwx,33327,62,0,
JESUS Film,184573,Kuvale,olu,33756,62,0,
JESUS Film,184583,Amam,bcu,33244,62,0,
JESUS Film,184584,Nkim-Nkum,isi,32642,62,0,
JESUS Film,184585,Kakataibo,cbr,33379,62,0,
JESUS Film,184586,Kandoozi,cbu,33377,62,0,
JESUS Film,184588,"Pomeranian, Brazilian",nds,33937,62,0,
JESUS Film,184592,"Arabic, Hijazi",acw,22987,62,0,
JESUS Film,184596,Godie,god,34021,62,0,
JESUS Film,184626,Lik,eip,33383,62,0,
JESUS Film,184627,"Arabic, Ta'Izzi Yemeni",ar-acq,35342,62,0,
JESUS Film,184629,Nyamboa,nwb,34083,62,0,
JESUS Film,184630,N'Ghlawa,kga,31517,62,0,
JESUS Film,184631,Abanglekuo,bzy,31706,62,0,
JESUS Film,184632,Obe Nrung Ene,afe,32902,62,0,
JESUS Film,184646,"Malinke, Kenieba",mlq,32285,62,0,
JESUS Film,184647,"Malinke, Kita",mwk,30639,62,0,
JESUS Film,184659,North Gumuz,guk,467,62,0,
JESUS Film,184660,South Gumuz,guk,34101,62,0,
JESUS Film,184662,"Tzeltal, Tenejapa",tzh,34106,62,0,
JESUS Film,184668,Agusan-Surigao Manobo,msm,33464,62,0,
JESUS Film,184691,"Tidung, Southern",itd,35037,62,0,
JESUS Film,184701,Jamaican Patwa,jam,33012,62,0,
