Film Name,Language ID,Language Name,Language BCP47,Version,Total Present,Total Missing,Missing Video IDs
Story of Jesus for Children,24249,संथाली,sat,30024,1,0,
Story of Jesus for Children,24309,تاجيكي,tg,28861,1,0,
Story of Jesus for Children,2614,Kanuri,knc,29929,1,0,
Story of Jesus for Children,371,قازاق ٴتىلى,kk,28857,1,0,
Story of Jesus for Children,3712,Akha,ahk,30508,1,0,
Story of Jesus for Children,3804,한국어,ko,24855,1,0,
Story of Jesus for Children,3887,Tiếng Việt,vi,24870,1,0,
Story of Jesus for Children,3888,اوزبیک,uzn,28862,1,0,
Story of Jesus for Children,3892,Тыва дыл,tyv,33018,1,0,
Story of Jesus for Children,3934,русский,ru,29265,1,0,
Story of Jesus for Children,3964,Lingao,onb,31405,1,0,
Story of Jesus for Children,407,اردو,ur,29623,1,0,
Story of Jesus for Children,411,تاتارچا,tt,25311,1,0,
Story of Jesus for Children,420,түркmенче,tk,28859,1,0,
Story of Jesus for Children,4232,Wayuu,guc,28454,1,0,
Story of Jesus for Children,4415,Italiano,it,29575,1,0,
Story of Jesus for Children,4432,Český Jazyk,cs,25299,1,0,
Story of Jesus for Children,4451,polski,pl,25295,1,0,
Story of Jesus for Children,4455,Føroyskt,fo,29979,1,0,
Story of Jesus for Children,4466,اللغة الصومالية,so,28132,1,0,
Story of Jesus for Children,4473,Kreyòl Ayisyen,ht,25006,1,0,
Story of Jesus for Children,448,Қарақалпақ тили,kaa,28863,1,0,
Story of Jesus for Children,4532,"Arabic, Saidi Spoken",ar-aec,35200,1,0,
Story of Jesus for Children,4547,Krio,kri,28993,1,0,
Story of Jesus for Children,4576,ትግርኛ,ti-ER,24912,1,0,
Story of Jesus for Children,4601,Eesti Keel,et,29932,1,0,
Story of Jesus for Children,46771,पंजाबी,pa,28141,1,0,
Story of Jesus for Children,4695,"Oromo, West-Central",gaz,25906,1,0,
Story of Jesus for Children,4791,ኣማርኛ,am,24911,1,0,
Story of Jesus for Children,4820,Suomi,fi,25257,1,0,
Story of Jesus for Children,4823,Svenska,sv,25278,1,0,
Story of Jesus for Children,483,Ελληνικά,el,29948,1,0,
Story of Jesus for Children,494,شئعم,kab,29259,1,0,
Story of Jesus for Children,496,Français,fr,29916,1,0,
Story of Jesus for Children,507,Tachelhit,shi,34245,1,0,
Story of Jesus for Children,5074,Abkhaz,abk,34664,1,0,
Story of Jesus for Children,5112,ქართული,ka,25307,1,0,
Story of Jesus for Children,525,دزيري,ar-arq,31633,1,0,
Story of Jesus for Children,529,English,en,29576,1,0,
Story of Jesus for Children,531,Català,ca,29947,1,0,
Story of Jesus for Children,53299,قىرعىز,ky,28860,1,0,
Story of Jesus for Children,53300,फिजी बात,hif,30422,1,0,
Story of Jesus for Children,53333,کوردی,kmr,30212,1,0,
Story of Jesus for Children,53347,اللهجة العربيّة السورىّة,ar-ajp,31346,1,0,
Story of Jesus for Children,53424,"French, African",fra,29138,1,0,
Story of Jesus for Children,53430,Kuna,cuk,34336,1,0,
Story of Jesus for Children,5392,"Cakchiquel, Western",cak,34694,1,0,
Story of Jesus for Children,5398,"Quiche, Joyabaj",quc,34592,1,0,
Story of Jesus for Children,5456,"Kpelle, Guinea",gkp,31635,1,0,
Story of Jesus for Children,5541,Српски,sr,25310,1,0,
Story of Jesus for Children,5545,Slovenčina,sk,25296,1,0,
Story of Jesus for Children,5546,Română,ro,24837,1,0,
Story of Jesus for Children,5563,Íslenska,is,25329,1,0,
Story of Jesus for Children,5603,Awadhi,awa,28143,1,0,
Story of Jesus for Children,5667,भोजपुरी,bho,28142,1,0,
Story of Jesus for Children,584,Português,pt,24885,1,0,
Story of Jesus for Children,5848,తెలుగు,te,25010,1,0,
Story of Jesus for Children,5871,தமிழ்,ta,25009,1,0,
Story of Jesus for Children,616,Aymar Aru,ayr,28294,1,0,
Story of Jesus for Children,6174,मराठी,mr,25007,1,0,
Story of Jesus for Children,6199,मैथिली,mai,28039,1,0,
Story of Jesus for Children,6209,Marwari,rwr,29622,1,0,
Story of Jesus for Children,6298,كٲشُر,ks,28989,1,0,
Story of Jesus for Children,6318,ಕನ್ನಡ,kn,29886,1,0,
Story of Jesus for Children,633,Qhichwa,quh,28293,1,0,
Story of Jesus for Children,646,Հայերեն,hy,30216,1,0,
Story of Jesus for Children,6463,छत्तीसगढ़ी,hne,28991,1,0,
Story of Jesus for Children,6464,हिंदी,hi,24871,1,0,
Story of Jesus for Children,6532,Garhwali,gbm,28990,1,0,
Story of Jesus for Children,6600,ગુજરાતી,gu,28139,1,0,
Story of Jesus for Children,6788,فارسي (فارسي فارسي),fa,28292,1,0,
Story of Jesus for Children,6884,Gaeilge,ga,30800,1,0,
Story of Jesus for Children,689,آذربایجان دیلی,azj,29938,1,0,
Story of Jesus for Children,7083,日本語,ja,24852,1,0,
Story of Jesus for Children,7238,Rendille,rel,34157,1,0,
Story of Jesus for Children,7411,ພາສາລາວ,lo,29991,1,0,
Story of Jesus for Children,7519,Latviešu,lv,29949,1,0,
Story of Jesus for Children,7546,seSotho,st,25904,1,0,
Story of Jesus for Children,7547,isiZulu,zu,25901,1,0,
Story of Jesus for Children,7577,Mende,men,28995,1,0,
Story of Jesus for Children,7698,Lietuvių,lt,24829,1,0,
Story of Jesus for Children,7761,Fiteny Malagasy,mg,24914,1,0,
Story of Jesus for Children,7773,Yao,yao,33603,1,0,
Story of Jesus for Children,7885,Malti,mt,32410,1,0,
Story of Jesus for Children,8164,Māsēwallahtōlli,nlv,34685,1,0,
Story of Jesus for Children,8418,الدارجة,ar-ary,35490,1,0,
Story of Jesus for Children,8506,chiShona,sn,24910,1,0,
Story of Jesus for Children,9181,Bislama,bi,30070,1,0,
Story of Jesus for Children,9774,Asụsụ Igbo,ig,29164,1,0,
Story of Jesus for Children,98137,"Embera, Northern",emp,34288,1,0,
Following Jesus India,1171,অসমীয়া,as,32459,6,0,
Following Jesus India,1370,नेपाली,npi,32462,6,0,
Following Jesus India,139081,বাংলা,bn,33741,6,0,
Following Jesus India,176243,Bangla,bn,1,6,0,
Following Jesus India,184528,ଓଡ଼ିଆ,ory,33751,6,0,
Following Jesus India,19985,മലയാളം,ml,32835,6,0,
Following Jesus India,20587,Bundel Khandi,bns,33580,6,0,
Following Jesus India,24343,Dhundari,dhd,33581,6,0,
Following Jesus India,25919,"Bareli, Rathwi",bgd,33578,6,0,
Following Jesus India,46771,पंजाबी,pa,33752,6,0,
Following Jesus India,529,English,en,32360,6,0,
Following Jesus India,5603,Awadhi,awa,32937,6,0,
Following Jesus India,5667,भोजपुरी,bho,32460,6,0,
Following Jesus India,5699,Bagri,bgq,32891,6,0,
Following Jesus India,5848,తెలుగు,te,34067,6,0,
Following Jesus India,5871,தமிழ்,ta,33753,6,0,
Following Jesus India,6174,मराठी,mr,33750,6,0,
Following Jesus India,6318,ಕನ್ನಡ,kn,33748,6,0,
Following Jesus India,6370,Korku,kfq,33582,6,0,
Following Jesus India,6463,छत्तीसगढ़ी,hne,33353,6,0,
Following Jesus India,6464,हिंदी,hi,32833,6,0,
Following Jesus India,6600,ગુજરાતી,gu,33746,6,0,
My last Day,12773,Cuyonon,cyo,39590,1,1,1_mld11-0-0
My last Day,12808,Balangao,blw,39595,1,1,1_mld11-0-0
My last Day,139117,Fiteny Malagasy,mg-tkg,32852,1,1,1_mld11-0-0
My last Day,139167,Nethakani,te,32873,1,1,1_mld11-0-0
My last Day,139244,"Ayta, Ambala",abc,39593,1,1,1_mld11-0-0
My last Day,140558,Gaddang,gad,39584,1,1,1_mld11-0-0
My last Day,141618,Winye,kst,35349,1,1,1_mld11-0-0
My last Day,142332,"Subanen, Eastern",sfe,39586,1,1,1_mld11-0-0
My last Day,142395,Mayangna,yan,35415,1,1,1_mld11-0-0
My last Day,142646,Sissala,sld,35292,1,1,1_mld11-0-0
My last Day,14509,Faka-Tonga,to,40285,1,1,1_mld11-0-0
My last Day,184943,"Ngombe, South",ngc,35298,1,1,1_mld11-0-0
My last Day,184944,"Ngombe, North",ngc,34835,1,1,1_mld11-0-0
My last Day,185199,Asante Twi,aka,34931,1,1,1_mld11-0-0
My last Day,185210,"Gilaki, Rashti",glk,40056,1,1,1_mld11-0-0
My last Day,2021,"Nuni, Southern",nnw,35294,1,1,1_mld11-0-0
My last Day,21578,Flemish,nld,35339,1,1,1_mld11-0-0
My last Day,21753,華語,zh-hant,1,1,1,1_mld11-0-0
My last Day,21754,中文,zh-hans,32088,1,1,1_mld11-0-0
My last Day,24309,تاجيكي,tg,33689,1,1,1_mld11-0-0
My last Day,5968,Pardhan,pch,32874,1,1,1_mld11-0-0
My last Day,6511,"Gondi, Northern",gno,32872,1,1,1_mld11-0-0
My last Day,6930,עברית,he,35487,1,1,1_mld11-0-0
My last Day,99364,Kamayo,kyk,39588,1,1,1_mld11-0-0
My last Day,10022,Sukur,syk,34298,2,0,
My last Day,100255,"Bikol, Buhi'Non",ubl,34204,2,0,
My last Day,101621,Tarifit,rif,33495,2,0,
My last Day,101833,Mbe,mfo,33731,2,0,
My last Day,10185,Berom,bom,33263,2,0,
My last Day,10241,Ekpari,ekr,33732,2,0,
My last Day,10589,Tekoi ra Belau,pau,34433,2,0,
My last Day,1106,Deutsche,de,32055,2,0,
My last Day,1107,Magyar,hu,31786,2,0,
My last Day,111677,Kermanshahi,sdh,34128,2,0,
My last Day,1124,Talysh,tly,34448,2,0,
My last Day,1127,лезги чӀал,lez,34747,2,0,
My last Day,1236,Sylhetti,syl,32244,2,0,
My last Day,12402,Qhichwa,quy,33518,2,0,
My last Day,12537,Tiruray,tiy,33995,2,0,
My last Day,12551,Wikang Tagalog,fil,32045,2,0,
My last Day,12588,"Sama, Central",sml,34418,2,0,
My last Day,12657,Inonhan,loc,33996,2,0,
My last Day,1269,Nederlands,nl,32056,2,0,
My last Day,1276,Kekchi,kek,33521,2,0,
My last Day,1277,Garifuna,cab,33517,2,0,
My last Day,12784,Sinugboanon,ceb,32048,2,0,
My last Day,12876,Українська,uk,32060,2,0,
My last Day,1308,Èdè Yorùbá,yo,32753,2,0,
My last Day,13169,ภาษาไทย,th,31942,2,0,
My last Day,13172,සිංහල,si,32047,2,0,
My last Day,13192,海南話,nan-CN-46,32719,2,0,
My last Day,13195,ꦧꦱꦗꦮ,jv,32143,2,0,
My last Day,1341, حَوْسَ,ha,32849,2,0,
My last Day,1370,नेपाली,npi,31837,2,0,
My last Day,13719,Katcha-Kadugli-Miri,xtc,33739,2,0,
My last Day,1375,རྫོང་ཁ,dz,32245,2,0,
My last Day,139081,বাংলা,bn,31821,2,0,
My last Day,139082,বাংলা,bn-BD,31822,2,0,
My last Day,139094,"Kabeverdiane, Barlavente",kea-CV-B,32731,2,0,
My last Day,139111,Mangghuer Wuge,mjg,32739,2,0,
My last Day,139132,Bouyei Anshun,pcc,33156,2,0,
My last Day,139134,"Chibi, Setentrional",rmq,32748,2,0,
My last Day,139153,Antesaka,tkg,32852,2,0,
My last Day,139538,Burun,bdi,33738,2,0,
My last Day,139611,Awing,azo,34036,2,0,
My last Day,139635,Babanki,bbk,34071,2,0,
My last Day,139792,Bum,bmv,33729,2,0,
My last Day,139817,Mmen,bfm,33970,2,0,
My last Day,139909,Bandial,bqj,33736,2,0,
My last Day,139945,Oniyan,bsc,33983,2,0,
My last Day,140083,Wamey,cou,33740,2,0,
My last Day,140549,"Dogon, Mombo",dmb,35224,2,0,
My last Day,140551,Furu,fuu,34959,2,0,
My last Day,140555,Fwe,fwe,35156,2,0,
My last Day,140740,Glavda,glw,34074,2,0,
My last Day,141009,"Ifugao, Mayoyao",ifu,34209,2,0,
My last Day,141153,Jeh,jeh,34117,2,0,
My last Day,141602,Karon,krx,34123,2,0,
My last Day,141728,Lumun,lmd,33985,2,0,
My last Day,14183,Zinza,zin,33990,2,0,
My last Day,141934,Taveta,tvs,34439,2,0,
My last Day,14254,Matumbi,mgw,34437,2,0,
My last Day,14259,Mambwe-Lungu,mgr,35139,2,0,
My last Day,14278,iciBemba,bem,35138,2,0,
My last Day,142878,Noon,snf,34134,2,0,
My last Day,142905,Tonga,toi,35140,2,0,
My last Day,143356,Mbandja,zmz,34834,2,0,
My last Day,143453,Ndut,ndv,34131,2,0,
My last Day,143834,Laro,lro,33984,2,0,
My last Day,14386,ภาษายาวี,ms-mfa,32136,2,0,
My last Day,143962,Pinyin,pny,33728,2,0,
My last Day,144393,Qhichwa,qva,33504,2,0,
My last Day,1444,Afrikaans,af,32173,2,0,
My last Day,151261,Makoma,sie,35157,2,0,
My last Day,151817,Shanjo,toi,35153,2,0,
My last Day,154395,Ikoma,ntk,33708,2,0,
My last Day,15538,Zimba,zmb,33988,2,0,
My last Day,15622,Lala (Zambia),leb,35144,2,0,
My last Day,15631,Lamba,lam,35149,2,0,
My last Day,15642,Kaonde,kqn,35148,2,0,
My last Day,15667,Budza,bja,34960,2,0,
My last Day,15739,Nkoya,nka,35151,2,0,
My last Day,15796,Soli,sby,35154,2,0,
My last Day,16052,"Dida, Yocoboue",gud,34207,2,0,
My last Day,163660,Chikunda,kdn,33727,2,0,
My last Day,16639,bahasa Indonesia,id,32137,2,0,
My last Day,16827,Banjar,bjn,34420,2,0,
My last Day,16891,"Malay, Ambonese",ms-abs,33755,2,0,
My last Day,176089, Armâneaşti,rup,34253,2,0,
My last Day,176243,Bangla,bn,1,2,0,
My last Day,176906,Cook Islands Maori,rar,34438,2,0,
My last Day,178043,"Khmer, Standard",km,32156,2,0,
My last Day,179212,Utukwang,afe,33734,2,0,
My last Day,18259,ᠮᠣᠨᠭᠭᠣᠯ ᠬᠡᠯᠡ,mn,31820,2,0,
My last Day,184452,Kwamashi,mho,35155,2,0,
My last Day,184479,Goan Konkani,gom,33006,2,0,
My last Day,184485,Iten,etx,33260,2,0,
My last Day,184495,اللغة العربية الفصحى,ar-arb,34097,2,0,
My last Day,18450,башҡорт теле,ba,34161,2,0,
My last Day,184500,Ilchamus,saq,33767,2,0,
My last Day,184511,Kwangwa,lyn,35146,2,0,
My last Day,184528,ଓଡ଼ିଆ,ory,32044,2,0,
My last Day,184546,"Tangsa, Kimsing",nst,33992,2,0,
My last Day,184566,Indonesian (Isa),id,32141,2,0,
My last Day,184584,Nkim-Nkum,isi,33735,2,0,
My last Day,184631,Abanglekuo,bzy,33733,2,0,
My last Day,184632,Obe Nrung Ene,afe,33730,2,0,
My last Day,184668,Agusan-Surigao Manobo,msm,33997,2,0,
My last Day,184701,Jamaican Patwa,jam,34492,2,0,
My last Day,184801,Gavva,gdf,34075,2,0,
My last Day,184815,Maram Naga,nma,34357,2,0,
My last Day,184842,Ibaas (Icen),cen,34122,2,0,
My last Day,184843,Fali South,fkk,34073,2,0,
My last Day,184844,Fali North,fli,34072,2,0,
My last Day,184845,Bugkalot,ilk,34210,2,0,
My last Day,184847,Bakwe,bjw,34387,2,0,
My last Day,184848,"Arabic, Libyan",ar-ayl,34293,2,0,
My last Day,184854,"Burmese, Standard",mya,32249,2,0,
My last Day,184902,Saptari,thq,32254,2,0,
My last Day,184933,"Limba, Tonko-Sella",lia,34930,2,0,
My last Day,18521,коми кыв,kpv,34689,2,0,
My last Day,1927,بهاس ملايو,ms,32248,2,0,
My last Day,1942,Türk,tr,32063,2,0,
My last Day,19508,Basaá,bsq,35084,2,0,
My last Day,1964,български,bg,32061,2,0,
My last Day,19759,Ila,ilb,35152,2,0,
My last Day,19898,Lenje,leh,35150,2,0,
My last Day,19908,ꓡꓲ-ꓢꓴ,lis,32144,2,0,
My last Day,19985,മലയാളം,ml,31827,2,0,
My last Day,2005,Soninkanxaane,snk,33720,2,0,
My last Day,20208,Shughni,sgh,34031,2,0,
My last Day,20525,Twi,tw,34931,2,0,
My last Day,20601,廣東話,yue,31817,2,0,
My last Day,20615,普通話 ,zh,31815,2,0,
My last Day,20623,上海闲话,wuu,32751,2,0,
My last Day,20675,LùGáànda,lg,34069,2,0,
My last Day,20696,Hadothi,hoj,32261,2,0,
My last Day,20770,Kurmanji Standard,ko-kmr,32068,2,0,
My last Day,20805,Tsimihety,xmw,32860,2,0,
My last Day,20857,Chicheŵa,ny,34705,2,0,
My last Day,20899,Русский,ru-143,32070,2,0,
My last Day,20905,Sambal,xsb,34213,2,0,
My last Day,20967,Isan,tts,32256,2,0,
My last Day,21028,Español,es,31783,2,0,
My last Day,21046,Castellano,es-ES,31842,2,0,
My last Day,21064,Português,pt-PT,32052,2,0,
My last Day,21094,chiTonga,tog,33494,2,0,
My last Day,21118,ภาษาไทย,th-nod,32263,2,0,
My last Day,21231,Sranan-Tongo,srn,33523,2,0,
My last Day,21554,алтайча,alt,33688,2,0,
My last Day,22100,Bikol,bcl,32987,2,0,
My last Day,22293,Inner Mongolian,mvf,32194,2,0,
My last Day,2249,Yamba,yam,34038,2,0,
My last Day,22500,Tiếng Việt,vi-x-Northern,32142,2,0,
My last Day,22658, اللغة العربية,ar,31787,2,0,
My last Day,22685,Deccani,dcc,32257,2,0,
My last Day,22812,A-Hmao,hmd,32845,2,0,
My last Day,22839,"Lipo, Eastern",lpo,32844,2,0,
My last Day,22863,Suodi,ii,32847,2,0,
My last Day,23047,Sharchogpa,tsj,32246,2,0,
My last Day,23089,"Amdo, Tibetan",adx,32282,2,0,
My last Day,23178,Kiswahili,sw,32264,2,0,
My last Day,23180,話僮,zyb,32841,2,0,
My last Day,23181,話僮,zch,32818,2,0,
My last Day,23192,Antandroy,mg-tdx,32851,2,0,
My last Day,23196,Masikoro,msh,32857,2,0,
My last Day,23221,國語,zh-Hant-TW,31816,2,0,
My last Day,2329,"Mbembe, Tigon",nza,34070,2,0,
My last Day,23528,Tok Pisin,tpi,31959,2,0,
My last Day,23714,"Tharu, Dangaura",thl,32252,2,0,
My last Day,23920,Fulfulde,fuh,32948,2,0,
My last Day,24096,漢語,cmn,32721,2,0,
My last Day,24120,Sakalava Analalava,skg-x-Analalava,32858,2,0,
My last Day,24121,Sakalava Besalampy,skg,32859,2,0,
My last Day,24249,संथाली,sat,32260,2,0,
My last Day,26152,Mango,mge,33711,2,0,
My last Day,26664,Fiteny Malagasy,mg-bmm,32855,2,0,
My last Day,26972,Fiteny Malagasy,mg-txy,32856,2,0,
My last Day,27039,Qhichwa,qve,33512,2,0,
My last Day,27145,"Dogon, Toro So",dts,35223,2,0,
My last Day,2894,Akoose,bss,33713,2,0,
My last Day,32122,Migili,mgi,33262,2,0,
My last Day,355,آذربایجانجا,azb,34385,2,0,
My last Day,371,قازاق ٴتىلى,kk,32066,2,0,
My last Day,3803,"Dong, Southern",kmc,31966,2,0,
My last Day,3804,한국어,ko,31819,2,0,
My last Day,3887,Tiếng Việt,vi,32083,2,0,
My last Day,3888,اوزبیک,uzn,32069,2,0,
My last Day,3892,Тыва дыл,tyv,33709,2,0,
My last Day,3934,русский,ru,31784,2,0,
My last Day,3948,白语,bca,31946,2,0,
My last Day,3964,Lingao,onb,32043,2,0,
My last Day,3974,Naxi,nxq,33715,2,0,
My last Day,407,اردو,ur,35183,2,0,
My last Day,410,ئۇيغۇر تىلى,ug,32154,2,0,
My last Day,411,تاتارچا,tt,34163,2,0,
My last Day,420,түркmенче,tk,33169,2,0,
My last Day,4415,Italiano,it,32054,2,0,
My last Day,4432,Český Jazyk,cs,32332,2,0,
My last Day,4451,polski,pl,32058,2,0,
My last Day,4473,Kreyòl Ayisyen,ht,33524,2,0,
My last Day,4532,"Arabic, Saidi Spoken",ar-aec,34111,2,0,
My last Day,4585,Kunama,kun,34252,2,0,
My last Day,4593,Blin,byn,34640,2,0,
My last Day,4601,Eesti Keel,et,32050,2,0,
My last Day,4791,ኣማርኛ,am,32240,2,0,
My last Day,483,Ελληνικά,el,32053,2,0,
My last Day,494,شئعم,kab,32743,2,0,
My last Day,496,Français,fr,31785,2,0,
My last Day,5112,ქართული,ka,33039,2,0,
My last Day,5210,Sehwi,sfw,34929,2,0,
My last Day,529,English,en,31781,2,0,
My last Day,53095,Namwanga,mwn,35147,2,0,
My last Day,531,Català,ca,31843,2,0,
My last Day,53287,ދިވެހި,dv,32046,2,0,
My last Day,53299,قىرعىز,ky,32067,2,0,
My last Day,53300,फिजी बात,hif,31965,2,0,
My last Day,53345,Levantine Turkmen,tuk,35320,2,0,
My last Day,53370,"Songhay, Gao",ses,33366,2,0,
My last Day,53418,For,fvr,33492,2,0,
My last Day,53431,"Kabuverdianu, Sotaventu",kea,32730,2,0,
My last Day,5392,"Cakchiquel, Western",cak,33509,2,0,
My last Day,5398,"Quiche, Joyabaj",quc,34638,2,0,
My last Day,5437,"Cakchiquel, South Central",cak,33506,2,0,
My last Day,554,Luvale,lue,35142,2,0,
My last Day,5545,Slovenčina,sk,32324,2,0,
My last Day,5546,Română,ro,32057,2,0,
My last Day,555,Luchazi,lch,35145,2,0,
My last Day,5667,भोजपुरी,bho,32250,2,0,
My last Day,573,Lunda,lun,35143,2,0,
My last Day,5772,Vasavi,vas,32262,2,0,
My last Day,584,Português,pt,32051,2,0,
My last Day,5848,తెలుగు,te,31824,2,0,
My last Day,5871,தமிழ்,ta,31823,2,0,
My last Day,5960,Pardhi,pcl,32875,2,0,
My last Day,6007,"Tangshang, Shecyu-Cyamcyang",nst,33991,2,0,
My last Day,6174,मराठी,mr,31828,2,0,
My last Day,6199,मैथिली,mai,32251,2,0,
My last Day,6318,ಕನ್ನಡ,kn,31825,2,0,
My last Day,646,Հայերեն,hy,32064,2,0,
My last Day,6464,हिंदी,hi,31814,2,0,
My last Day,6631,Kanauji,bjj,32258,2,0,
My last Day,6648,Bagheli,bfy,32259,2,0,
My last Day,6788,فارسي (فارسي فارسي),fa,32062,2,0,
My last Day,689,آذربایجان دیلی,azj,32123,2,0,
My last Day,7083,日本語,ja,40747,2,0,
My last Day,7411,ພາສາລາວ,lo,32157,2,0,
My last Day,7519,Latviešu,lv,34584,2,0,
My last Day,7586,"Pidgin, Liberian",lir,35087,2,0,
My last Day,7609,"Kpelle, Liberia",xpe,35085,2,0,
My last Day,7658,Gbii,ggb,35086,2,0,
My last Day,7698,Lietuvių,lt,33612,2,0,
My last Day,7735,Bara,bhr,32853,2,0,
My last Day,7761,Fiteny Malagasy,mg,32854,2,0,
My last Day,7786,chiTumbuka,tum,35159,2,0,
My last Day,7788,"Sena, Malawi",swk,33493,2,0,
My last Day,8381,Yapese,yap,34434,2,0,
My last Day,8494,xiTsonga,ts,32807,2,0,
My last Day,8799,Lozi,loz,35141,2,0,
My last Day,8972,Rana Tharu,thr,32253,2,0,
My last Day,9490,Mbula,mbu,34130,2,0,
My last Day,97247,Oroko,bdu,33714,2,0,
My last Day,9728,Ika,ikk,34046,2,0,
My last Day,9774,Asụsụ Igbo,ig,32848,2,0,
My last Day,97941,Daasanach,dsh,33986,2,0,
My last Day,98306,Gagu,ggu,34196,2,0,
My last Day,99564,"Manobo, Sarangani",mbs,33999,2,0,
Rivka,13169,ภาษาไทย,th,33084,13,0,
Rivka,1370,नेपाली,npi,33663,13,0,
Rivka,139081,বাংলা,bn,32887,13,0,
Rivka,139082,বাংলা,bn-BD,34633,13,0,
Rivka,139131,Chatgaya Chittagonian Hindu,ctg,34631,13,0,
Rivka,176243,Bangla,bn,1,13,0,
Rivka,18450,башҡорт теле,ba,33034,13,0,
Rivka,184528,ଓଡ଼ିଆ,ory,32886,13,0,
Rivka,184566,Indonesian (Isa),id,32613,13,0,
Rivka,18606,удмурт кыл,udm,33032,13,0,
Rivka,1942,Türk,tr,32274,13,0,
Rivka,1953,रोमानो,rmn,34423,13,0,
Rivka,20770,Kurmanji Standard,ko-kmr,32512,13,0,
Rivka,21028,Español,es,32479,13,0,
Rivka,21674,Chatgaya Chittagonian Muslim,ctg,34628,13,0,
Rivka,22658, اللغة العربية,ar,32319,13,0,
Rivka,24309,تاجيكي,tg,32601,13,0,
Rivka,371,قازاق ٴتىلى,kk,32602,13,0,
Rivka,3887,Tiếng Việt,vi,34579,13,0,
Rivka,3888,اوزبیک,uzn,34413,13,0,
Rivka,3934,русский,ru,32320,13,0,
Rivka,411,تاتارچا,tt,33036,13,0,
Rivka,420,түркmенче,tk,33168,13,0,
Rivka,448,Қарақалпақ тили,kaa,34522,13,0,
Rivka,494,شئعم,kab,33600,13,0,
Rivka,496,Français,fr,31740,13,0,
Rivka,529,English,en,31782,13,0,
Rivka,53299,قىرعىز,ky,32735,13,0,
Rivka,53400,فارسی,prs,34249,13,0,
Rivka,53418,For,fvr,34039,13,0,
Rivka,5541,Српски,sr,33228,13,0,
Rivka,5546,Română,ro,33014,13,0,
Rivka,584,Português,pt,33015,13,0,
Rivka,5848,తెలుగు,te,33091,13,0,
Rivka,5871,தமிழ்,ta,33554,13,0,
Rivka,6464,हिंदी,hi,32885,13,0,
Rivka,6788,فارسي (فارسي فارسي),fa,32138,13,0,
Magdalena,139080,Lebanese Sign Language,jos,1,1,45,"1_wl-0-0, 1_wl604401-0-0, 1_wl604402-0-0, 1_wl604403-0-0, 1_wl604404-0-0, 1_wl604405-0-0, 1_wl604406-0-0, 1_wl604407-0-0, 1_wl604408-0-0, 1_wl604409-0-0, 1_wl604410-0-0, 1_wl604411-0-0, 1_wl604412-0-0, 1_wl604413-0-0, 1_wl604414-0-0, 1_wl604415-0-0, 1_wl604416-0-0, 1_wl604417-0-0, 1_wl604418-0-0, 1_wl604419-0-0, 1_wl604420-0-0, 1_wl604421-0-0, 1_wl604422-0-0, 1_wl604423-0-0, 1_wl604424-0-0, 1_wl604425-0-0, 1_wl604426-0-0, 1_wl604427-0-0, 1_wl604428-0-0, 1_wl604429-0-0, 1_wl604430-0-0, 1_wl604431-0-0, 1_wl604432-0-0, 1_wl604433-0-0, 1_wl604434-0-0, 1_wl604435-0-0, 1_wl604436-0-0, 1_wl604437-0-0, 1_wl604438-0-0, 1_wl604439-0-0, 1_wl604440-0-0, 1_wl604441-0-0, 1_wl604442-0-0, 1_wl604443-0-0, 1_wl604444-0-0"
Magdalena,184497,(تاريفيت )يُوْرَا س لحروف ن ثعْرابث۔,rif,31178,1,45,"1_wl60-0-0, 1_wl604401-0-0, 1_wl604402-0-0, 1_wl604403-0-0, 1_wl604404-0-0, 1_wl604405-0-0, 1_wl604406-0-0, 1_wl604407-0-0, 1_wl604408-0-0, 1_wl604409-0-0, 1_wl604410-0-0, 1_wl604411-0-0, 1_wl604412-0-0, 1_wl604413-0-0, 1_wl604414-0-0, 1_wl604415-0-0, 1_wl604416-0-0, 1_wl604417-0-0, 1_wl604418-0-0, 1_wl604419-0-0, 1_wl604420-0-0, 1_wl604421-0-0, 1_wl604422-0-0, 1_wl604423-0-0, 1_wl604424-0-0, 1_wl604425-0-0, 1_wl604426-0-0, 1_wl604427-0-0, 1_wl604428-0-0, 1_wl604429-0-0, 1_wl604430-0-0, 1_wl604431-0-0, 1_wl604432-0-0, 1_wl604433-0-0, 1_wl604434-0-0, 1_wl604435-0-0, 1_wl604436-0-0, 1_wl604437-0-0, 1_wl604438-0-0, 1_wl604439-0-0, 1_wl604440-0-0, 1_wl604441-0-0, 1_wl604442-0-0, 1_wl604443-0-0, 1_wl604444-0-0"
