Film Name,Language ID,Language BCP47,Version,ReEncodeStarted,Total Present,Total Missing,Missing Video IDs
JESUS Film,5545,sk,22282,Y,61,1,1_jf6147-0-0
JESUS Film,9733,ijn,22419,Y,62,0,
JESUS Film,9731,ijs,22491,Y,62,0,
JESUS Film,13192,nan-CN-46,22639,Y,62,0,
JESUS Film,6029,,22744,Y,62,0,
JESUS Film,23330,anp,22746,Y,62,0,
JESUS Film,180517,wsg,22747,Y,62,0,
JESUS Film,23578,lus,22748,Y,62,0,
JESUS Film,5771,,22749,Y,62,0,
JESUS Film,6370,kfq,22750,Y,62,0,
JESUS Film,14384,km-kxm,22786,Y,62,0,
JESUS Film,17467,mog,22788,Y,62,0,
JESUS Film,10455,,22789,Y,62,0,
JESUS Film,1796,oym-x-Oiapoque,22856,Y,1,61,"1_jf6101-0-0, 1_jf6102-0-0, 1_jf6103-0-0, 1_jf6104-0-0, 1_jf6105-0-0, 1_jf6106-0-0, 1_jf6107-0-0, 1_jf6108-0-0, 1_jf6109-0-0, 1_jf6110-0-0, 1_jf6111-0-0, 1_jf6112-0-0, 1_jf6113-0-0, 1_jf6114-0-0, 1_jf6115-0-0, 1_jf6116-0-0, 1_jf6117-0-0, 1_jf6118-0-0, 1_jf6119-0-0, 1_jf6120-0-0, 1_jf6121-0-0, 1_jf6122-0-0, 1_jf6123-0-0, 1_jf6124-0-0, 1_jf6125-0-0, 1_jf6126-0-0, 1_jf6127-0-0, 1_jf6128-0-0, 1_jf6129-0-0, 1_jf6130-0-0, 1_jf6131-0-0, 1_jf6132-0-0, 1_jf6133-0-0, 1_jf6134-0-0, 1_jf6135-0-0, 1_jf6136-0-0, 1_jf6137-0-0, 1_jf6138-0-0, 1_jf6139-0-0, 1_jf6140-0-0, 1_jf6141-0-0, 1_jf6142-0-0, 1_jf6143-0-0, 1_jf6144-0-0, 1_jf6145-0-0, 1_jf6146-0-0, 1_jf6147-0-0, 1_jf6148-0-0, 1_jf6149-0-0, 1_jf6150-0-0, 1_jf6151-0-0, 1_jf6152-0-0, 1_jf6153-0-0, 1_jf6154-0-0, 1_jf6155-0-0, 1_jf6156-0-0, 1_jf6157-0-0, 1_jf6158-0-0, 1_jf6159-0-0, 1_jf6160-0-0, 1_jf6161-0-0"
JESUS Film,8000,zaw,22860,Y,62,0,
JESUS Film,8381,yap,22895,Y,62,0,
JESUS Film,22176,pcm,22939,Y,62,0,
JESUS Film,4532,ar-aec,22983,Y,62,0,
JESUS Film,184592,,22987,Y,62,0,
JESUS Film,184848,ar-ayl,22992,Y,62,0,
JESUS Film,5050,fuc,23428,Y,62,0,
JESUS Film,5431,usp,23591,Y,62,0,
JESUS Film,12151,gam,23592,Y,62,0,
JESUS Film,22379,ndl,23631,Y,62,0,
JESUS Film,10393,no,23971,Y,1,61,"1_jf6101-0-0, 1_jf6102-0-0, 1_jf6103-0-0, 1_jf6104-0-0, 1_jf6105-0-0, 1_jf6106-0-0, 1_jf6107-0-0, 1_jf6108-0-0, 1_jf6109-0-0, 1_jf6110-0-0, 1_jf6111-0-0, 1_jf6112-0-0, 1_jf6113-0-0, 1_jf6114-0-0, 1_jf6115-0-0, 1_jf6116-0-0, 1_jf6117-0-0, 1_jf6118-0-0, 1_jf6119-0-0, 1_jf6120-0-0, 1_jf6121-0-0, 1_jf6122-0-0, 1_jf6123-0-0, 1_jf6124-0-0, 1_jf6125-0-0, 1_jf6126-0-0, 1_jf6127-0-0, 1_jf6128-0-0, 1_jf6129-0-0, 1_jf6130-0-0, 1_jf6131-0-0, 1_jf6132-0-0, 1_jf6133-0-0, 1_jf6134-0-0, 1_jf6135-0-0, 1_jf6136-0-0, 1_jf6137-0-0, 1_jf6138-0-0, 1_jf6139-0-0, 1_jf6140-0-0, 1_jf6141-0-0, 1_jf6142-0-0, 1_jf6143-0-0, 1_jf6144-0-0, 1_jf6145-0-0, 1_jf6146-0-0, 1_jf6147-0-0, 1_jf6148-0-0, 1_jf6149-0-0, 1_jf6150-0-0, 1_jf6151-0-0, 1_jf6152-0-0, 1_jf6153-0-0, 1_jf6154-0-0, 1_jf6155-0-0, 1_jf6156-0-0, 1_jf6157-0-0, 1_jf6158-0-0, 1_jf6159-0-0, 1_jf6160-0-0, 1_jf6161-0-0"
JESUS Film,16954,,24031,Y,62,0,
JESUS Film,153551,poh,24051,Y,62,0,
JESUS Film,22909,xsm,24072,Y,62,0,
JESUS Film,4665,,24095,Y,62,0,
JESUS Film,4454,da,24112,Y,1,61,"1_jf6101-0-0, 1_jf6102-0-0, 1_jf6103-0-0, 1_jf6104-0-0, 1_jf6105-0-0, 1_jf6106-0-0, 1_jf6107-0-0, 1_jf6108-0-0, 1_jf6109-0-0, 1_jf6110-0-0, 1_jf6111-0-0, 1_jf6112-0-0, 1_jf6113-0-0, 1_jf6114-0-0, 1_jf6115-0-0, 1_jf6116-0-0, 1_jf6117-0-0, 1_jf6118-0-0, 1_jf6119-0-0, 1_jf6120-0-0, 1_jf6121-0-0, 1_jf6122-0-0, 1_jf6123-0-0, 1_jf6124-0-0, 1_jf6125-0-0, 1_jf6126-0-0, 1_jf6127-0-0, 1_jf6128-0-0, 1_jf6129-0-0, 1_jf6130-0-0, 1_jf6131-0-0, 1_jf6132-0-0, 1_jf6133-0-0, 1_jf6134-0-0, 1_jf6135-0-0, 1_jf6136-0-0, 1_jf6137-0-0, 1_jf6138-0-0, 1_jf6139-0-0, 1_jf6140-0-0, 1_jf6141-0-0, 1_jf6142-0-0, 1_jf6143-0-0, 1_jf6144-0-0, 1_jf6145-0-0, 1_jf6146-0-0, 1_jf6147-0-0, 1_jf6148-0-0, 1_jf6149-0-0, 1_jf6150-0-0, 1_jf6151-0-0, 1_jf6152-0-0, 1_jf6153-0-0, 1_jf6154-0-0, 1_jf6155-0-0, 1_jf6156-0-0, 1_jf6157-0-0, 1_jf6158-0-0, 1_jf6159-0-0, 1_jf6160-0-0, 1_jf6161-0-0"
JESUS Film,4820,fi,24113,Y,1,61,"1_jf6101-0-0, 1_jf6102-0-0, 1_jf6103-0-0, 1_jf6104-0-0, 1_jf6105-0-0, 1_jf6106-0-0, 1_jf6107-0-0, 1_jf6108-0-0, 1_jf6109-0-0, 1_jf6110-0-0, 1_jf6111-0-0, 1_jf6112-0-0, 1_jf6113-0-0, 1_jf6114-0-0, 1_jf6115-0-0, 1_jf6116-0-0, 1_jf6117-0-0, 1_jf6118-0-0, 1_jf6119-0-0, 1_jf6120-0-0, 1_jf6121-0-0, 1_jf6122-0-0, 1_jf6123-0-0, 1_jf6124-0-0, 1_jf6125-0-0, 1_jf6126-0-0, 1_jf6127-0-0, 1_jf6128-0-0, 1_jf6129-0-0, 1_jf6130-0-0, 1_jf6131-0-0, 1_jf6132-0-0, 1_jf6133-0-0, 1_jf6134-0-0, 1_jf6135-0-0, 1_jf6136-0-0, 1_jf6137-0-0, 1_jf6138-0-0, 1_jf6139-0-0, 1_jf6140-0-0, 1_jf6141-0-0, 1_jf6142-0-0, 1_jf6143-0-0, 1_jf6144-0-0, 1_jf6145-0-0, 1_jf6146-0-0, 1_jf6147-0-0, 1_jf6148-0-0, 1_jf6149-0-0, 1_jf6150-0-0, 1_jf6151-0-0, 1_jf6152-0-0, 1_jf6153-0-0, 1_jf6154-0-0, 1_jf6155-0-0, 1_jf6156-0-0, 1_jf6157-0-0, 1_jf6158-0-0, 1_jf6159-0-0, 1_jf6160-0-0, 1_jf6161-0-0"
JESUS Film,22564,njz,24219,Y,62,0,
JESUS Film,20917,myk,24323,Y,62,0,
JESUS Film,1816,nab,24363,Y,62,0,
JESUS Film,14358,pww,24713,Y,62,0,
JESUS Film,12876,uk,24719,Y,62,0,
JESUS Film,5511,hns,24779,Y,62,0,
JESUS Film,15548,hum,24799,Y,62,0,
JESUS Film,12402,quy,24800,Y,62,0,
JESUS Film,19988,mke,24821,Y,62,0,
JESUS Film,7519,lv,24828,Y,62,0,
Story of Jesus for Children,7698,lt,24829,Y,1,0,
Story Clubs,19705,gl,24832,,14,0,
Story of Jesus for Children,19705,gl,24832,Y,1,0,
Story Clubs,5546,ro,24837,,14,0,
Story of Jesus for Children,5546,ro,24837,Y,1,0,
JESUS Film,17695,min,24846,Y,62,0,
Story Clubs,1370,npi,24850,,14,0,
Story of Jesus for Children,1370,npi,24850,Y,1,0,
JESUS Film,53327,naq,24851,Y,62,0,
Story Clubs,7083,ja,24852,,14,0,
Story of Jesus for Children,7083,ja,24852,Y,1,0,
JESUS Film,1454,hz,24853,Y,62,0,
Story Clubs,3804,ko,24855,,14,0,
Story of Jesus for Children,3804,ko,24855,Y,1,0,
Story Clubs,23221,zh-Hant-TW,24858,,14,0,
Story of Jesus for Children,23221,zh-Hant-TW,24858,Y,1,0,
Story Clubs,139081,bn,24862,,14,0,
Story of Jesus for Children,139081,bn,24862,Y,1,0,
Story Clubs,184854,,24863,,14,0,
Story of Jesus for Children,184854,,24863,Y,1,0,
Story Clubs,13172,si,24864,,14,0,
Story of Jesus for Children,13172,si,24864,Y,1,0,
Story Clubs,178043,km,24865,,14,0,
Story of Jesus for Children,178043,km,24865,Y,1,0,
Story Clubs,16639,id,24866,,14,0,
Story of Jesus for Children,16639,id,24866,Y,1,0,
Story Clubs,12551,tl,24868,,14,0,
Story of Jesus for Children,12551,tl,24868,Y,1,0,
Story Clubs,13169,th,24869,,14,0,
Story of Jesus for Children,13169,th,24869,Y,1,0,
Story Clubs,3887,vi,24870,,14,0,
Story of Jesus for Children,3887,vi,24870,Y,1,0,
Story Clubs,6464,hi,24871,,14,0,
Story of Jesus for Children,6464,hi,24871,Y,1,0,
Story Clubs,18259,mn,24872,,14,0,
Story of Jesus for Children,18259,mn,24872,Y,1,0,
Story Clubs,23528,tpi,24873,,14,0,
Story of Jesus for Children,23528,tpi,24873,Y,1,0,
JESUS Film,4455,fo,24881,Y,62,0,
Story Clubs,21028,es,24884,,14,0,
Story of Jesus for Children,21028,es,24884,Y,1,0,
Story Clubs,584,pt,24885,,14,0,
Story of Jesus for Children,584,pt,24885,Y,1,0,
JESUS Film,17249,sas,24890,Y,62,0,
JESUS Film,23156,en-nai,24893,Y,62,0,
Story Clubs,20857,ny,24899,,14,0,
Story of Jesus for Children,20857,ny,24899,Y,1,0,
Story Clubs,20947,ss,24904,,14,0,
Story of Jesus for Children,20947,ss,24904,Y,1,0,
Story Clubs,23178,sw,24905,,14,0,
Story of Jesus for Children,23178,sw,24905,Y,1,0,
Story Clubs,8506,sn,24910,,14,0,
Story of Jesus for Children,8506,sn,24910,Y,1,0,
Story Clubs,4791,am,24911,,14,0,
Story of Jesus for Children,4791,am,24911,Y,1,0,
Story Clubs,4576,ti-ER,24912,,14,0,
Story of Jesus for Children,4576,ti-ER,24912,Y,1,0,
Story Clubs,7761,mg,24914,,14,0,
Story of Jesus for Children,7761,mg,24914,Y,1,0,
Story Clubs,14278,bem,24917,,14,0,
Story of Jesus for Children,14278,bem,24917,Y,1,0,
Story Clubs,1444,af,24921,,14,0,
Story of Jesus for Children,1444,af,24921,Y,1,0,
Story Clubs,53441,ar-arb-EG,24922,,14,0,
Story Clubs,20533,ar-arz,24923,,14,0,
Story of Jesus for Children,20533,ar-arz,24923,Y,1,0,
Story of Jesus for Children,1269,nl,24933,Y,1,0,
JESUS Film,22098,ium,24947,Y,62,0,
JESUS Film,545,kwy,24972,Y,62,0,
JESUS Film,23061,zh-CN-53-x-Kunming,24987,Y,62,0,
Story Clubs,4473,ht,25006,,14,0,
Story of Jesus for Children,4473,ht,25006,Y,1,0,
Story Clubs,6174,mr,25007,,14,0,
Story of Jesus for Children,6174,mr,25007,Y,1,0,
Story Clubs,19985,ml,25008,,14,0,
Story of Jesus for Children,19985,ml,25008,Y,1,0,
Story Clubs,5871,ta,25009,,14,0,
Story of Jesus for Children,5871,ta,25009,Y,1,0,
Story Clubs,5848,te,25010,,14,0,
Story of Jesus for Children,5848,te,25010,Y,1,0,
JESUS Film,3717,,25014,Y,62,0,
JESUS Film,22842,,25025,Y,62,0,
JESUS Film,144869,,25032,Y,62,0,
JESUS Film,140985,,25033,Y,62,0,
JESUS Film,24235,sse,25042,Y,62,0,
JESUS Film,10461,,25058,Y,62,0,
JESUS Film,5647,,25070,Y,62,0,
JESUS Film,6362,,25075,Y,62,0,
JESUS Film,13070,csk,25090,Y,62,0,
JESUS Film,1305,dop,25103,Y,62,0,
JESUS Film,10365,ank,25114,Y,62,0,
JESUS Film,9999,tul,25124,Y,62,0,
JESUS Film,9784,ige,25125,Y,62,0,
JESUS Film,27269,nin,25128,Y,62,0,
JESUS Film,10292,dbd,25134,Y,62,0,
JESUS Film,10007,ttr,25141,Y,62,0,
JESUS Film,9955,wji,25143,Y,62,0,
JESUS Film,19581,,25147,Y,62,0,
JESUS Film,7750,mg-xmv,25173,Y,62,0,
JESUS Film,140928,hae,25176,Y,62,0,
JESUS Film,4473,ht,25213,Y,62,0,
JESUS Film,21231,srn,25215,Y,62,0,
JESUS Film,616,ayr,25220,Y,62,0,
JESUS Film,1277,cab,25222,Y,62,0,
Story Clubs,1259,be,25246,,14,0,
Story of Jesus for Children,1259,be,25246,Y,1,0,
Story Clubs,12327,gug,25249,,14,0,
Story of Jesus for Children,12327,gug,25249,Y,1,0,
Story of Jesus for Children,4820,fi,25257,Y,1,0,
JESUS Film,21064,pt-PT,25262,Y,62,0,
Story of Jesus for Children,4823,sv,25278,Y,1,0,
Story Clubs,1964,bg,25280,,14,0,
Story of Jesus for Children,1964,bg,25280,Y,1,0,
Story Clubs,12876,uk,25285,,14,0,
Story of Jesus for Children,12876,uk,25285,Y,1,0,
Story Clubs,4451,pl,25295,,14,0,
Story of Jesus for Children,4451,pl,25295,Y,1,0,
Story Clubs,5545,sk,25296,,14,0,
Story of Jesus for Children,5545,sk,25296,Y,1,0,
Story Clubs,1109,hr,25298,,14,0,
Story of Jesus for Children,1109,hr,25298,Y,1,0,
Story Clubs,4432,cs,25299,,14,0,
Story of Jesus for Children,4432,cs,25299,Y,1,0,
Story Clubs,1107,hu,25300,,14,0,
Story of Jesus for Children,1107,hu,25300,Y,1,0,
Story Clubs,1927,ms,25302,,14,0,
Story of Jesus for Children,1927,ms,25302,Y,1,0,
Story Clubs,20526,sq,25305,,14,0,
Story of Jesus for Children,20526,sq,25305,Y,1,0,
Story Clubs,5112,ka,25307,,14,0,
Story of Jesus for Children,5112,ka,25307,Y,1,0,
Story Clubs,1112,sl,25309,,14,0,
Story of Jesus for Children,1112,sl,25309,Y,1,0,
Story Clubs,5541,sr,25310,,14,0,
Story of Jesus for Children,5541,sr,25310,Y,1,0,
Story Clubs,411,tt,25311,,14,0,
Story of Jesus for Children,411,tt,25311,Y,1,0,
Story of Jesus for Children,23514,eu,25317,Y,1,0,
Story Clubs,20796,mk,25327,,14,0,
Story of Jesus for Children,20796,mk,25327,Y,1,0,
Story of Jesus for Children,5563,is,25329,Y,1,0,
Story Clubs,1935,gag,25333,,14,0,
Story of Jesus for Children,1935,gag,25333,Y,1,0,
Story Clubs,22500,vi-x-Northern,25367,,14,0,
Story of Jesus for Children,22500,vi-x-Northern,25367,Y,1,0,
Story Clubs,12784,ceb,25369,,14,0,
Story of Jesus for Children,12784,ceb,25369,Y,1,0,
JESUS Film,12568,suc,25370,Y,62,0,
JESUS Film,3976,,25451,Y,62,0,
JESUS Film,142505,,25494,Y,62,0,
JESUS Film,140246,,25515,Y,62,0,
JESUS Film,22812,hmd,25522,Y,62,0,
JESUS Film,22819,hmj,25531,Y,62,0,
JESUS Film,144844,,25534,Y,62,0,
JESUS Film,22838,,25547,Y,61,1,1_jf-0-0
JESUS Film,22838,,25547,Y,1,61,"1_jf6101-0-0, 1_jf6102-0-0, 1_jf6103-0-0, 1_jf6104-0-0, 1_jf6105-0-0, 1_jf6106-0-0, 1_jf6107-0-0, 1_jf6108-0-0, 1_jf6109-0-0, 1_jf6110-0-0, 1_jf6111-0-0, 1_jf6112-0-0, 1_jf6113-0-0, 1_jf6114-0-0, 1_jf6115-0-0, 1_jf6116-0-0, 1_jf6117-0-0, 1_jf6118-0-0, 1_jf6119-0-0, 1_jf6120-0-0, 1_jf6121-0-0, 1_jf6122-0-0, 1_jf6123-0-0, 1_jf6124-0-0, 1_jf6125-0-0, 1_jf6126-0-0, 1_jf6127-0-0, 1_jf6128-0-0, 1_jf6129-0-0, 1_jf6130-0-0, 1_jf6131-0-0, 1_jf6132-0-0, 1_jf6133-0-0, 1_jf6134-0-0, 1_jf6135-0-0, 1_jf6136-0-0, 1_jf6137-0-0, 1_jf6138-0-0, 1_jf6139-0-0, 1_jf6140-0-0, 1_jf6141-0-0, 1_jf6142-0-0, 1_jf6143-0-0, 1_jf6144-0-0, 1_jf6145-0-0, 1_jf6146-0-0, 1_jf6147-0-0, 1_jf6148-0-0, 1_jf6149-0-0, 1_jf6150-0-0, 1_jf6151-0-0, 1_jf6152-0-0, 1_jf6153-0-0, 1_jf6154-0-0, 1_jf6155-0-0, 1_jf6156-0-0, 1_jf6157-0-0, 1_jf6158-0-0, 1_jf6159-0-0, 1_jf6160-0-0, 1_jf6161-0-0"
JESUS Film,22839,lpo,25548,Y,62,0,
JESUS Film,16117,,25579,Y,62,0,
JESUS Film,14260,,25582,Y,62,0,
JESUS Film,10143,gkn,25587,Y,62,0,
JESUS Film,7793,,25593,Y,62,0,
JESUS Film,163136,kfb,25596,Y,1,61,"1_jf6101-0-0, 1_jf6102-0-0, 1_jf6103-0-0, 1_jf6104-0-0, 1_jf6105-0-0, 1_jf6106-0-0, 1_jf6107-0-0, 1_jf6108-0-0, 1_jf6109-0-0, 1_jf6110-0-0, 1_jf6111-0-0, 1_jf6112-0-0, 1_jf6113-0-0, 1_jf6114-0-0, 1_jf6115-0-0, 1_jf6116-0-0, 1_jf6117-0-0, 1_jf6118-0-0, 1_jf6119-0-0, 1_jf6120-0-0, 1_jf6121-0-0, 1_jf6122-0-0, 1_jf6123-0-0, 1_jf6124-0-0, 1_jf6125-0-0, 1_jf6126-0-0, 1_jf6127-0-0, 1_jf6128-0-0, 1_jf6129-0-0, 1_jf6130-0-0, 1_jf6131-0-0, 1_jf6132-0-0, 1_jf6133-0-0, 1_jf6134-0-0, 1_jf6135-0-0, 1_jf6136-0-0, 1_jf6137-0-0, 1_jf6138-0-0, 1_jf6139-0-0, 1_jf6140-0-0, 1_jf6141-0-0, 1_jf6142-0-0, 1_jf6143-0-0, 1_jf6144-0-0, 1_jf6145-0-0, 1_jf6146-0-0, 1_jf6147-0-0, 1_jf6148-0-0, 1_jf6149-0-0, 1_jf6150-0-0, 1_jf6151-0-0, 1_jf6152-0-0, 1_jf6153-0-0, 1_jf6154-0-0, 1_jf6155-0-0, 1_jf6156-0-0, 1_jf6157-0-0, 1_jf6158-0-0, 1_jf6159-0-0, 1_jf6160-0-0, 1_jf6161-0-0"
JESUS Film,6428,jns,25597,Y,62,0,
JESUS Film,5437,cak,25601,Y,62,0,
JESUS Film,4724,xan,25602,Y,62,0,
JESUS Film,3161,nzk,25606,Y,62,0,
JESUS Film,2485,mhk,25615,Y,62,0,
JESUS Film,153568,,25624,Y,62,0,
JESUS Film,17509,,25628,Y,62,0,
JESUS Film,16084,dyi,25631,Y,62,0,
JESUS Film,16116,adj,25632,Y,62,0,
JESUS Film,15557,hem,25633,Y,62,0,
JESUS Film,14117,ndj,25638,Y,62,0,
JESUS Film,14165,,25640,Y,62,0,
JESUS Film,13915,lwo,25641,Y,62,0,
JESUS Film,24273,dik,25643,Y,62,0,
JESUS Film,158787,bto,25646,Y,62,0,
JESUS Film,12595,ssb,25649,Y,62,0,
JESUS Film,26302,qvm,25650,Y,62,0,
JESUS Film,11259,sst,25651,Y,62,0,
JESUS Film,10526,,25652,Y,62,0,
JESUS Film,32122,mgi,25656,Y,62,0,
JESUS Film,7788,swk,25666,Y,62,0,
JESUS Film,141637,,25670,Y,62,0,
JESUS Film,7343,coh,25671,Y,62,0,
JESUS Film,6210,mkb,25678,Y,62,0,
JESUS Film,6108,nbu,25680,Y,62,0,
JESUS Film,5408,mam-x-Central,25683,Y,62,0,
JESUS Film,4940,jvn,25687,Y,62,0,
JESUS Film,144517,mym,25689,Y,62,0,
JESUS Film,3144,,25701,Y,62,0,
JESUS Film,53434,liy,25703,Y,62,0,
JESUS Film,2894,bss,25705,Y,62,0,
JESUS Film,2788,bky,25707,Y,62,0,
JESUS Film,2819,bfd,25710,Y,62,0,
JESUS Film,2518,gso,25712,Y,62,0,
JESUS Film,2329,nza,25713,Y,62,0,
JESUS Film,2067,cme,25715,Y,62,0,
JESUS Film,2021,,25718,Y,62,0,
JESUS Film,6079,njh,25734,Y,62,0,
JESUS Film,9030,mrd,25735,Y,62,0,
JESUS Film,2073,,25742,Y,62,0,
JESUS Film,5767,wbq,25743,Y,62,0,
JESUS Film,179655,,25745,Y,62,0,
JESUS Film,19725,gvf,25746,Y,62,0,
JESUS Film,20270,,25751,Y,62,0,
JESUS Film,19689,,25752,Y,62,0,
JESUS Film,47429,tbt,25754,Y,62,0,
JESUS Film,12589,,25757,Y,62,0,
JESUS Film,5042,knf,25760,Y,62,0,
JESUS Film,142827,,25764,Y,62,0,
JESUS Film,15909,abi,25767,Y,62,0,
JESUS Film,5392,cak,25776,Y,62,0,
JESUS Film,5397,,25777,Y,62,0,
JESUS Film,23226,rjs,25784,Y,62,0,
JESUS Film,184464,tpe,25785,Y,62,0,
JESUS Film,588,,25786,Y,62,0,
JESUS Film,10528,,25790,Y,62,0,
JESUS Film,23154,yaz,25792,Y,62,0,
JESUS Film,16103,,25794,Y,62,0,
JESUS Film,16883,,25795,Y,62,0,
JESUS Film,16956,frd,25796,Y,62,0,
JESUS Film,17797,,25798,Y,62,0,
JESUS Film,2074,,25802,Y,62,0,
JESUS Film,24295,niy,25807,Y,62,0,
JESUS Film,134882,cla,25808,Y,62,0,
JESUS Film,6642,,25811,Y,62,0,
JESUS Film,184499,bdv,25812,Y,62,0,
JESUS Film,5468,yal,25813,Y,62,0,
JESUS Film,17655,,25821,Y,62,0,
JESUS Film,15865,nmq,25824,Y,62,0,
JESUS Film,139185,ruc,25826,Y,62,0,
JESUS Film,7946,ztp,25835,Y,62,0,
JESUS Film,4045,lsi,25845,Y,62,0,
JESUS Film,184844,,25849,Y,62,0,
JESUS Film,2363,nja,25850,Y,62,0,
JESUS Film,176089,rup,25859,Y,62,0,
JESUS Film,53435,bdt,25861,Y,62,0,
JESUS Film,15538,zmb,25862,Y,62,0,
JESUS Film,14731,nuj,25863,Y,62,0,
JESUS Film,142348,,25870,Y,62,0,
JESUS Film,20324,,25872,Y,62,0,
JESUS Film,141796,,25874,Y,62,0,
JESUS Film,17616,mqj,25875,Y,62,0,
JESUS Film,3191,ksp,25876,Y,62,0,
JESUS Film,22652,lea,25879,Y,62,0,
Story Clubs,13408,xh,25900,,14,0,
Story of Jesus for Children,13408,xh,25900,Y,1,0,
Story Clubs,7547,zu,25901,,14,0,
Story of Jesus for Children,7547,zu,25901,Y,1,0,
Story Clubs,7546,st,25904,,14,0,
Story of Jesus for Children,7546,st,25904,Y,1,0,
Story Clubs,4695,gaz,25906,,14,0,
Story of Jesus for Children,4695,gaz,25906,Y,1,0,
Story Clubs,20675,lg,25912,,14,0,
Story of Jesus for Children,20675,lg,25912,Y,1,0,
Story Clubs,21795,bo,25918,,14,0,
Story of Jesus for Children,21795,bo,25918,Y,1,0,
JESUS Film,5920,saz,26945,Y,62,0,
JESUS Film,6275,kxv,26948,Y,62,0,
JESUS Film,5652,cdh,26949,Y,62,0,
JESUS Film,20208,sgh,26954,Y,62,0,
JESUS Film,5961,pck,26963,Y,62,0,
JESUS Film,22928,,26967,Y,62,0,
JESUS Film,22929,,26968,Y,62,0,
JESUS Film,23017,,26975,Y,62,0,
Story Clubs,1924,iba,27034,,14,0,
Story of Jesus for Children,1924,iba,27034,Y,1,0,
Story Clubs,12723,ilo,27036,,14,0,
Story of Jesus for Children,12723,ilo,27036,Y,1,0,
Story Clubs,22658,ar,27939,,14,0,
Story of Jesus for Children,22658,ar,27939,Y,1,0,
JESUS Film,24095,yns,27984,Y,62,0,
JESUS Film,2440,mnf,27993,Y,62,0,
JESUS Film,13812,tic,27994,Y,61,1,1_jf6101-0-0
JESUS Film,8282,cya,28001,Y,62,0,
JESUS Film,23135,tzh-x-Tenango,28014,Y,62,0,
JESUS Film,1251,mro,28019,Y,62,0,
JESUS Film,10685,amn,28025,Y,62,0,
JESUS Film,12186,eri,28026,Y,62,0,
JESUS Film,5291,tpm,28036,Y,62,0,
Story Clubs,6199,mai,28039,,14,0,
Story of Jesus for Children,6199,mai,28039,Y,1,0,
JESUS Film,19767,jv-ID-BT,28051,Y,62,0,
JESUS Film,4699,,28082,Y,62,0,
JESUS Film,4343,,28084,Y,62,0,
JESUS Film,15224,,28087,Y,62,0,
JESUS Film,15559,,28088,Y,62,0,
Story Clubs,21197,mfe,28130,,14,0,
Story of Jesus for Children,21197,mfe,28130,Y,1,0,
Story Clubs,4466,so,28132,,14,0,
Story of Jesus for Children,4466,so,28132,Y,1,0,
Story Clubs,1479,tn,28133,,14,0,
Story of Jesus for Children,1479,tn,28133,Y,1,0,
Story Clubs,6600,gu,28139,,14,0,
Story of Jesus for Children,6600,gu,28139,Y,1,0,
Story Clubs,184528,ory,28140,,14,0,
Story of Jesus for Children,184528,ory,28140,Y,1,0,
Story Clubs,46771,pa,28141,,14,0,
Story of Jesus for Children,46771,pa,28141,Y,1,0,
Story Clubs,5667,bho,28142,,14,0,
Story of Jesus for Children,5667,bho,28142,Y,1,0,
Story Clubs,5603,awa,28143,,14,0,
Story of Jesus for Children,5603,awa,28143,Y,1,0,
JESUS Film,7735,bhr,28156,Y,62,0,
JESUS Film,15220,omi,28169,Y,62,0,
JESUS Film,5441,acr,28171,Y,62,0,
JESUS Film,24121,skg,28191,Y,62,0,
JESUS Film,167552,,28207,Y,62,0,
JESUS Film,23548,rjs-NP,28208,Y,62,0,
JESUS Film,16827,bjn,28216,Y,62,0,
JESUS Film,10519,,28224,Y,62,0,
JESUS Film,5703,bge,28235,Y,62,0,
JESUS Film,5696,,28237,Y,62,0,
JESUS Film,23250,,28239,Y,62,0,
JESUS Film,101184,,28241,Y,62,0,
JESUS Film,23258,duh,28246,Y,62,0,
JESUS Film,6383,kfk,28253,Y,62,0,
JESUS Film,5969,pcg,28268,Y,62,0,
JESUS Film,5968,pch,28270,Y,62,0,
JESUS Film,184557,pmx,28272,Y,62,0,
JESUS Film,23313,rtw,28278,Y,62,0,
JESUS Film,23403,tdb,28284,Y,61,1,1_jf6116-0-0
JESUS Film,6440,iru,28288,Y,62,0,
JESUS Film,24173,adi,28290,Y,62,0,
Story Clubs,6788,fa,28292,,14,0,
Story of Jesus for Children,6788,fa,28292,Y,1,0,
Story Clubs,633,quh,28293,,14,0,
Story of Jesus for Children,633,quh,28293,Y,1,0,
Story Clubs,616,ayr,28294,,14,0,
Story of Jesus for Children,616,ayr,28294,Y,1,0,
JESUS Film,4501,cbi,28384,Y,62,0,
JESUS Film,20061,nas,28385,Y,62,0,
JESUS Film,10810,boj,28386,Y,62,0,
JESUS Film,4634,gof,28387,Y,62,0,
JESUS Film,144471,,28398,Y,62,0,
Story Clubs,4232,guc,28454,,14,0,
Story of Jesus for Children,4232,guc,28454,Y,1,0,
JESUS Film,21061,ar-acm,28485,Y,62,0,
JESUS Film,22196,sng,28486,Y,62,0,
JESUS Film,7506,,28498,Y,62,0,
Story Clubs,139082,bn-BD,28507,,14,0,
Story of Jesus for Children,139082,bn-BD,28507,Y,1,0,
JESUS Film,3786,dta,28566,Y,62,0,
JESUS Film,2364,nhu,28585,Y,62,0,
JESUS Film,2249,yam,28586,Y,62,0,
JESUS Film,5019,tsv,28594,Y,62,0,
