referenceId,name,videoId,languageId,updatedAt,versionNumber,videoVariantExists,muxVideoIdExists
WESS_99581-jf6115-0-0_1715867749,Women Disciples,1_jf6115-0-0,99581,2024-05-16T16:18:14.508Z,,false,false
WESS_101621-jf6115-184497-33441_1471380936,Women Disciples,1_jf6115-184497-33441,101621,2020-03-20T21:59:18.059Z,,false,false
WESS_101621-jf6115-184498-33442_1471445749,Women Disciples,1_jf6115-184498-33442,101621,2020-03-20T21:31:29.825Z,,false,false
WESS_100773-jf6116-0-0_1362169564,John the Baptist in Prison,1_jf6116-0-0,100773,2020-03-20T21:44:36.109Z,32359,true,false
WESS_10262-jf6116-0-0_1345902390,John the Baptist in Prison,1_jf6116-0-0,10262,2020-01-16T01:42:20.455Z,30143,true,false
WESS_11668-jf6116-0-0_1351895553,John the Baptist in Prison,1_jf6116-0-0,11668,2018-05-14T15:38:58.002Z,928,true,false
WESS_1171-jf6116-0-0_1646664370,John the Baptist in Prison,1_jf6116-0-0,1171,2022-03-07T15:48:41.209Z,34750,true,false
WESS_1236-jf6116-0-0_1430844917,John the Baptist in Prison,1_jf6116-0-0,1236,2020-03-20T21:50:25.161Z,1337,true,false
WESS_1305-jf6116-0-0_1523978303,John the Baptist in Prison,1_jf6116-0-0,1305,2018-04-18T00:50:48.529Z,25103,true,false
WESS_13110-jf6116-0-0_1479324511,John the Baptist in Prison,1_jf6116-0-0,13110,2020-03-20T21:56:47.015Z,32755,true,false
WESS_1327-jf6116-0-0_1474319712,John the Baptist in Prison,1_jf6116-0-0,1327,2020-03-20T21:51:54.018Z,31116,true,false
WESS_139071-jf6116-0-0_1381348518,John the Baptist in Prison,1_jf6116-0-0,139071,2020-03-20T22:08:35.224Z,31881,true,false
WESS_140520-jf6116-0-0_1556887388,John the Baptist in Prison,1_jf6116-0-0,140520,2019-06-19T14:34:09.280Z,29093,true,false
WESS_142830-jf6116-0-0_1539271319,John the Baptist in Prison,1_jf6116-0-0,142830,2020-01-18T01:48:54.032Z,33806,true,false
WESS_143382-jf6116-0-0_1674085623,John the Baptist in Prison,1_jf6116-0-0,143382,2023-01-18T23:58:20.620Z,35031,true,false
WESS_16618-jf6116-0-0_1587069731,John the Baptist in Prison,1_jf6116-0-0,16618,2020-04-16T22:44:18.684Z,34748,true,false
WESS_174473-jf6116-0-0_1436350255,John the Baptist in Prison,1_jf6116-0-0,174473,2020-03-20T21:44:36.629Z,32812,true,false
WESS_184827-jf6116-0-0_1506017701,John the Baptist in Prison,1_jf6116-0-0,184827,2020-01-18T01:38:35.299Z,33415,true,false
WESS_185058-jf6116-0-0_1650997673,John the Baptist in Prison,1_jf6116-0-0,185058,2022-04-26T19:47:22.003Z,34757,true,false
WESS_18922-jf6116-0-0_1745853042,John the Baptist in Prison,1_jf6116-0-0,18922,2025-04-28T15:44:16.545Z,32846,true,false
WESS_19495-jf6116-0-0_1368227131,John the Baptist in Prison,1_jf6116-0-0,19495,2020-03-20T23:10:00.550Z,31642,true,false
WESS_19767-jf6116-0-0_1349545569,John the Baptist in Prison,1_jf6116-0-0,19767,2020-03-20T23:57:48.035Z,28051,true,false
WESS_19800-jf6116-0-0_1349794175,John the Baptist in Prison,1_jf6116-0-0,19800,2020-03-21T00:03:14.140Z,651,true,false
WESS_20223-jf6116-0-0_1352420286,John the Baptist in Prison,1_jf6116-0-0,20223,2020-03-20T22:34:48.141Z,1289,true,false
WESS_20525-jf6116-0-0_1352486245,John the Baptist in Prison,1_jf6116-0-0,20525,2021-06-16T20:08:22.419Z,34156,true,false
WESS_20637-jf6116-0-0_1352484970,John the Baptist in Prison,1_jf6116-0-0,20637,2020-01-16T00:17:00.349Z,292,true,false
WESS_22197-jf6116-0-0_1351802016,John the Baptist in Prison,1_jf6116-0-0,22197,2018-05-14T15:52:54.273Z,,false,false
WESS_3122-jf6116-0-0_1742393896,John the Baptist in Prison,1_jf6116-0-0,3122,2025-03-19T15:47:43.311Z,,false,false
WESS_4309-jf6116-0-0_1349537656,John the Baptist in Prison,1_jf6116-0-0,4309,2020-01-16T01:05:13.112Z,1377,true,false
WESS_4312-jf6116-0-0_1348197203,John the Baptist in Prison,1_jf6116-0-0,4312,2020-01-16T01:07:58.368Z,1049,true,false
WESS_4823-jf6116-0-0_1591381852,John the Baptist in Prison,1_jf6116-0-0,4823,2020-06-05T19:13:09.261Z,32108,true,false
WESS_5190-jf6116-0-0_1342471335,John the Baptist in Prison,1_jf6116-0-0,5190,2020-01-16T02:25:16.253Z,,false,false
WESS_580-jf6116-0-0_1348196055,John the Baptist in Prison,1_jf6116-0-0,580,2020-01-16T01:16:17.250Z,1521,true,false
WESS_6519-jf6116-0-0_1345895642,John the Baptist in Prison,1_jf6116-0-0,6519,2020-01-16T01:47:14.459Z,,false,false
WESS_6930-jf6116-0-0_1515097099,John the Baptist in Prison,1_jf6116-0-0,6930,2020-01-18T02:35:54.888Z,494,true,false
WESS_9626-jf6116-0-0_1347989529,John the Baptist in Prison,1_jf6116-0-0,9626,2020-01-16T01:27:07.175Z,633,true,false
WESS_98588-jf6116-0-0_1619102221,John the Baptist in Prison,1_jf6116-0-0,98588,2021-04-22T16:30:41.896Z,28740,true,false
WESS_99581-jf6116-0-0_1715867748,John the Baptist in Prison,1_jf6116-0-0,99581,2024-05-16T16:18:11.548Z,,false,false
WESS_101621-jf6116-184497-33441_1471380939,John the Baptist in Prison,1_jf6116-184497-33441,101621,2020-03-20T22:56:10.304Z,,false,false
WESS_101621-jf6116-184498-33442_1471445706,John the Baptist in Prison,1_jf6116-184498-33442,101621,2020-03-20T22:16:57.372Z,,false,false
WESS_100773-jf6117-0-0_1362169384,Parable of the Sower and the Seed,1_jf6117-0-0,100773,2020-03-20T23:29:27.990Z,32359,true,false
WESS_10262-jf6117-0-0_1345903897,Parable of the Sower and the Seed,1_jf6117-0-0,10262,2020-01-16T01:42:22.485Z,30143,true,false
WESS_11668-jf6117-0-0_1351895994,Parable of the Sower and the Seed,1_jf6117-0-0,11668,2018-05-14T14:24:19.627Z,928,true,false
WESS_1171-jf6117-0-0_1646664419,Parable of the Sower and the Seed,1_jf6117-0-0,1171,2022-03-07T15:43:53.037Z,34750,true,false
WESS_1236-jf6117-0-0_1430844969,Parable of the Sower and the Seed,1_jf6117-0-0,1236,2020-03-20T23:02:52.195Z,1337,true,false
WESS_1305-jf6117-0-0_1523978219,Parable of the Sower and the Seed,1_jf6117-0-0,1305,2020-01-18T01:45:10.174Z,25103,true,false
WESS_13110-jf6117-0-0_1479324646,Parable of the Sower and the Seed,1_jf6117-0-0,13110,2020-03-20T21:51:36.679Z,32755,true,false
WESS_1327-jf6117-0-0_1474319759,Parable of the Sower and the Seed,1_jf6117-0-0,1327,2020-03-20T22:55:29.242Z,31116,true,false
WESS_139071-jf6117-0-0_1381348514,Parable of the Sower and the Seed,1_jf6117-0-0,139071,2020-03-20T22:48:10.737Z,31881,true,false
WESS_140520-jf6117-0-0_1556887448,Parable of the Sower and the Seed,1_jf6117-0-0,140520,2019-06-19T14:35:48.812Z,29093,true,false
WESS_142830-jf6117-0-0_1539271409,Parable of the Sower and the Seed,1_jf6117-0-0,142830,2018-10-11T17:49:17.168Z,33806,true,false
WESS_143382-jf6117-0-0_1674085627,Parable of the Sower and the Seed,1_jf6117-0-0,143382,2023-01-18T23:58:43.847Z,35031,true,false
WESS_16618-jf6117-0-0_1587069618,Parable of the Sower and the Seed,1_jf6117-0-0,16618,2020-04-16T23:13:46.868Z,34748,true,false
WESS_174473-jf6117-0-0_1436350384,Parable of the Sower and the Seed,1_jf6117-0-0,174473,2020-03-20T23:01:41.197Z,32812,true,false
WESS_184827-jf6117-0-0_1506017798,Parable of the Sower and the Seed,1_jf6117-0-0,184827,2020-01-18T01:38:40.948Z,33415,true,false
WESS_185058-jf6117-0-0_1650997677,Parable of the Sower and the Seed,1_jf6117-0-0,185058,2022-04-26T19:47:57.952Z,34757,true,false
WESS_18922-jf6117-0-0_1745853040,Parable of the Sower and the Seed,1_jf6117-0-0,18922,2025-04-28T15:45:07.760Z,32846,true,false
WESS_19495-jf6117-0-0_1368226854,Parable of the Sower and the Seed,1_jf6117-0-0,19495,2020-03-20T23:28:03.739Z,31642,true,false
WESS_19767-jf6117-0-0_1349546419,Parable of the Sower and the Seed,1_jf6117-0-0,19767,2020-01-16T00:56:17.562Z,28051,true,false
WESS_19800-jf6117-0-0_1349792367,Parable of the Sower and the Seed,1_jf6117-0-0,19800,2020-01-16T00:54:43.028Z,651,true,false
WESS_20223-jf6117-0-0_1352420328,Parable of the Sower and the Seed,1_jf6117-0-0,20223,2020-03-20T23:17:42.095Z,1289,true,false
WESS_20525-jf6117-0-0_1623868768,Parable of the Sower and the Seed,1_jf6117-0-0,20525,2021-06-16T19:46:23.134Z,34156,true,false
WESS_20637-jf6117-0-0_1352484158,Parable of the Sower and the Seed,1_jf6117-0-0,20637,2018-05-14T14:17:13.451Z,292,true,false
WESS_22197-jf6117-0-0_1351801894,Parable of the Sower and the Seed,1_jf6117-0-0,22197,2020-03-20T23:38:23.572Z,,false,false
WESS_3122-jf6117-0-0_1742393901,Parable of the Sower and the Seed,1_jf6117-0-0,3122,2025-03-19T15:49:11.103Z,,false,false
WESS_4309-jf6117-0-0_1349537744,Parable of the Sower and the Seed,1_jf6117-0-0,4309,2020-01-16T01:05:20.256Z,1377,true,false
WESS_4312-jf6117-0-0_1348198414,Parable of the Sower and the Seed,1_jf6117-0-0,4312,2020-01-16T01:07:47.187Z,1049,true,false
WESS_4823-jf6117-0-0_1591381968,Parable of the Sower and the Seed,1_jf6117-0-0,4823,2020-06-05T19:12:46.127Z,32108,true,false
WESS_5190-jf6117-0-0_1342471213,Jesus' Parable of the Sower and the Seed,1_jf6117-0-0,5190,2020-01-16T02:22:08.246Z,,false,false
WESS_580-jf6117-0-0_1348195966,Parable of the Sower and the Seed,1_jf6117-0-0,580,2020-01-16T01:16:35.006Z,1521,true,false
WESS_6519-jf6117-0-0_1345895363,Parable of the Sower and the Seed,1_jf6117-0-0,6519,2020-01-16T01:46:37.369Z,,false,false
WESS_6930-jf6117-0-0_1515097250,Parable of the Sower and the Seed,1_jf6117-0-0,6930,2018-01-16T10:03:44.066Z,494,true,false
WESS_9626-jf6117-0-0_1347989563,Parable of the Sower and the Seed,1_jf6117-0-0,9626,2020-01-16T01:27:07.594Z,633,true,false
WESS_98588-jf6117-0-0_1619102457,Parable of the Sower and the Seed,1_jf6117-0-0,98588,2021-04-22T16:06:24.848Z,28740,true,false
WESS_99581-jf6117-0-0_1715867751,Parable of the Sower and the Seed,1_jf6117-0-0,99581,2024-05-16T16:19:22.497Z,,false,false
WESS_101621-jf6117-184497-33441_1471380938,Parable of the Sower and the Seed,1_jf6117-184497-33441,101621,2020-03-20T22:56:06.398Z,,false,false
WESS_101621-jf6117-184498-33442_1471445762,Parable of the Sower and the Seed,1_jf6117-184498-33442,101621,2020-03-20T21:48:37.752Z,,false,false
WESS_100773-jf6118-0-0_1362169595,Parable of the Lamp,1_jf6118-0-0,100773,2020-03-20T21:34:55.453Z,32359,true,false
WESS_10262-jf6118-0-0_1345902524,Parable of the Lamp,1_jf6118-0-0,10262,2020-01-16T01:42:19.397Z,30143,true,false
WESS_11668-jf6118-0-0_1351895473,Parable of the Lamp,1_jf6118-0-0,11668,2018-05-14T14:24:55.470Z,928,true,false
WESS_1171-jf6118-0-0_1646664336,Parable of the Lamp,1_jf6118-0-0,1171,2022-03-07T15:45:19.938Z,34750,true,false
WESS_1236-jf6118-0-0_1430844904,Parable of the Lamp,1_jf6118-0-0,1236,2020-03-20T21:50:25.284Z,1337,true,false
WESS_1305-jf6118-0-0_1523978251,Parable of the Lamp,1_jf6118-0-0,1305,2020-01-18T00:18:28.901Z,25103,true,false
WESS_13110-jf6118-0-0_1479324879,Parable of the Lamp,1_jf6118-0-0,13110,2020-03-20T21:41:51.555Z,32755,true,false
WESS_1327-jf6118-0-0_1474319769,Parable of the Lamp,1_jf6118-0-0,1327,2020-03-20T22:35:04.216Z,31116,true,false
WESS_139071-jf6118-0-0_1381348515,Parable of the Lamp,1_jf6118-0-0,139071,2020-03-20T22:48:12.319Z,31881,true,false
WESS_140520-jf6118-0-0_1556887411,Parable of the Lamp,1_jf6118-0-0,140520,2019-06-19T14:34:14.173Z,29093,true,false
WESS_142830-jf6118-0-0_1539271308,Parable of the Lamp,1_jf6118-0-0,142830,2020-01-18T02:43:05.370Z,33806,true,false
WESS_143382-jf6118-0-0_1674085625,Parable of the Lamp,1_jf6118-0-0,143382,2023-01-18T23:58:24.607Z,35031,true,false
WESS_16618-jf6118-0-0_1587069212,Parable of the Lamp,1_jf6118-0-0,16618,2020-04-16T23:07:33.075Z,34748,true,false
WESS_174473-jf6118-0-0_1436350101,Parable of the Lamp,1_jf6118-0-0,174473,2020-03-20T22:02:37.525Z,32812,true,false
WESS_184827-jf6118-0-0_1506017851,Parable of the Lamp,1_jf6118-0-0,184827,2020-01-18T02:32:52.398Z,33415,true,false
WESS_185058-jf6118-0-0_1650997675,Parable of the Lamp,1_jf6118-0-0,185058,2022-04-26T19:46:36.619Z,34757,true,false
WESS_18922-jf6118-0-0_1745853044,Parable of the Lamp,1_jf6118-0-0,18922,2025-04-28T15:48:17.615Z,32846,true,false
WESS_19495-jf6118-0-0_1368227382,Parable of the Lamp,1_jf6118-0-0,19495,2020-03-20T22:08:51.123Z,31642,true,false
WESS_19767-jf6118-0-0_1349545089,Parable of the Lamp,1_jf6118-0-0,19767,2020-01-16T01:03:58.019Z,28051,true,false
WESS_19800-jf6118-0-0_1349793615,Parable of the Lamp,1_jf6118-0-0,19800,2020-01-16T00:54:28.720Z,651,true,false
WESS_20223-jf6118-0-0_1352420370,Parable of the Lamp,1_jf6118-0-0,20223,2020-03-20T22:12:47.534Z,1289,true,false
WESS_20525-jf6118-0-0_1623868647,Parable of the Lamp,1_jf6118-0-0,20525,2021-06-16T20:22:23.719Z,34156,true,false
WESS_20637-jf6118-0-0_1352484757,Parable of the Lamp,1_jf6118-0-0,20637,2020-03-20T23:31:58.830Z,292,true,false
WESS_22197-jf6118-0-0_1351801859,Parable of the Lamp,1_jf6118-0-0,22197,2020-03-20T23:41:30.770Z,,false,false
WESS_3122-jf6118-0-0_1742393892,Parable of the Lamp,1_jf6118-0-0,3122,2025-03-19T15:48:48.617Z,,false,false
WESS_4309-jf6118-0-0_1349538132,Parable of the Lamp,1_jf6118-0-0,4309,2020-01-16T01:04:56.342Z,1377,true,false
WESS_4312-jf6118-0-0_1348200407,Parable of the Lamp,1_jf6118-0-0,4312,2020-01-16T01:09:55.489Z,1049,true,false
WESS_4823-jf6118-0-0_1591381928,Parable of the Lamp,1_jf6118-0-0,4823,2020-06-05T19:11:06.417Z,32108,true,false
WESS_5190-jf6118-0-0_1342471461,Jesus' Parable of the Lamp,1_jf6118-0-0,5190,2020-01-16T02:26:51.002Z,,false,false
WESS_580-jf6118-0-0_1348193768,Parable of the Lamp,1_jf6118-0-0,580,2020-01-16T01:23:13.080Z,1521,true,false
WESS_6519-jf6118-0-0_1345895274,Parable of the Lamp,1_jf6118-0-0,6519,2020-01-16T01:46:50.406Z,,false,false
WESS_6930-jf6118-0-0_1515097220,Parable of the Lamp,1_jf6118-0-0,6930,2020-01-18T02:35:54.655Z,494,true,false
WESS_9626-jf6118-0-0_1347989545,Parable of the Lamp,1_jf6118-0-0,9626,2020-03-21T00:00:33.916Z,633,true,false
WESS_98588-jf6118-0-0_1619102139,Parable of the Lamp,1_jf6118-0-0,98588,2021-04-22T16:26:31.447Z,28740,true,false
WESS_99581-jf6118-0-0_1715867747,Parable of the Lamp,1_jf6118-0-0,99581,2024-05-16T16:22:41.462Z,,false,false
WESS_101621-jf6118-184497-33441_1471380935,Parable of the Lamp,1_jf6118-184497-33441,101621,2020-03-20T22:35:39.172Z,,false,false
WESS_101621-jf6118-184498-33442_1471445759,Parable of the Lamp,1_jf6118-184498-33442,101621,2020-03-20T22:35:28.296Z,,false,false
WESS_100773-jf6119-0-0_1362169580,Jesus Calms the Storm,1_jf6119-0-0,100773,2020-03-20T21:34:52.481Z,32359,true,false
WESS_10262-jf6119-0-0_1345903831,Jesus Calms the Storm,1_jf6119-0-0,10262,2020-01-16T01:42:20.742Z,30143,true,false
WESS_11668-jf6119-0-0_1351895465,Jesus Calms the Storm,1_jf6119-0-0,11668,2018-05-14T13:20:34.098Z,928,true,false
WESS_1171-jf6119-0-0_1646664385,Jesus Calms the Storm,1_jf6119-0-0,1171,2022-03-07T15:41:04.678Z,34750,true,false
WESS_1236-jf6119-0-0_1430844962,Jesus Calms the Storm,1_jf6119-0-0,1236,2020-03-20T21:50:25.414Z,1337,true,false
WESS_1305-jf6119-0-0_1523978147,Jesus Calms the Storm,1_jf6119-0-0,1305,2018-04-17T22:58:24.352Z,25103,true,false
WESS_13110-jf6119-0-0_1479325044,Jesus Calms the Storm,1_jf6119-0-0,13110,2020-03-20T21:28:57.358Z,32755,true,false
WESS_1327-jf6119-0-0_1474319753,Jesus Calms the Storm,1_jf6119-0-0,1327,2020-03-20T22:55:31.283Z,31116,true,false
WESS_139071-jf6119-0-0_1381348511,Jesus Calms the Storm,1_jf6119-0-0,139071,2020-03-20T22:48:14.026Z,31881,true,false
WESS_140520-jf6119-0-0_1556887386,Jesus Calms the Storm,1_jf6119-0-0,140520,2019-06-19T14:33:58.486Z,29093,true,false
WESS_142830-jf6119-0-0_1539271410,Jesus Calms the Storm,1_jf6119-0-0,142830,2018-10-11T17:49:13.453Z,33806,true,false
WESS_143382-jf6119-0-0_1674085628,Jesus Calms the Storm,1_jf6119-0-0,143382,2023-01-18T23:58:50.862Z,35031,true,false
WESS_16618-jf6119-0-0_1587069824,Jesus Calms the Storm,1_jf6119-0-0,16618,2020-04-16T22:53:58.696Z,34748,true,false
WESS_174473-jf6119-0-0_1436349916,Jesus Calms the Storm,1_jf6119-0-0,174473,2020-03-20T23:21:08.509Z,32812,true,false
WESS_184827-jf6119-0-0_1506018015,Jesus Calms the Storm,1_jf6119-0-0,184827,2020-01-18T02:33:03.820Z,33415,true,false
WESS_185058-jf6119-0-0_1650997679,Jesus Calms the Storm,1_jf6119-0-0,185058,2022-04-26T19:48:03.062Z,34757,true,false
WESS_18922-jf6119-0-0_1745853037,Jesus Calms the Storm,1_jf6119-0-0,18922,2025-04-28T15:43:47.624Z,32846,true,false
WESS_19495-jf6119-0-0_1368226550,Jesus Calms the Storm,1_jf6119-0-0,19495,2020-03-20T23:17:02.237Z,31642,true,false
WESS_19767-jf6119-0-0_1349546121,Jesus Calms the Storm,1_jf6119-0-0,19767,2020-01-16T01:03:47.430Z,28051,true,false
WESS_19800-jf6119-0-0_1349794009,Jesus Calms the Storm,1_jf6119-0-0,19800,2020-01-16T00:54:37.777Z,651,true,false
WESS_20223-jf6119-0-0_1352421029,Jesus Calms the Storm,1_jf6119-0-0,20223,2020-03-20T22:52:56.511Z,1289,true,false
WESS_20525-jf6119-0-0_1623868872,Jesus Calms the Storm,1_jf6119-0-0,20525,2021-06-16T19:55:51.262Z,34156,true,false
WESS_20637-jf6119-0-0_1352484695,Jesus Calms the Storm,1_jf6119-0-0,20637,2018-05-14T13:04:57.316Z,292,true,false
WESS_22197-jf6119-0-0_1351802092,Jesus Calms the Storm,1_jf6119-0-0,22197,2020-03-20T23:34:55.632Z,,false,false
WESS_3122-jf6119-0-0_1742393897,Jesus Calms the Storm,1_jf6119-0-0,3122,2025-03-19T15:48:23.071Z,,false,false
WESS_4309-jf6119-0-0_1349537537,Jesus Calms the Storm,1_jf6119-0-0,4309,2020-01-16T01:05:15.054Z,1377,true,false
WESS_4312-jf6119-0-0_1348197405,Jesus Calms the Storm,1_jf6119-0-0,4312,2020-01-16T01:08:00.164Z,1049,true,false
WESS_4823-jf6119-0-0_1591381917,Jesus Calms the Storm,1_jf6119-0-0,4823,2020-06-05T19:10:42.468Z,32108,true,false
WESS_5190-jf6119-0-0_1342471398,Jesus Calms the Storm,1_jf6119-0-0,5190,2020-01-16T02:22:11.271Z,,false,false
WESS_580-jf6119-0-0_1348195233,Jesus Calms the Storm,1_jf6119-0-0,580,2020-01-16T01:16:16.963Z,1521,true,false
WESS_6519-jf6119-0-0_1345895377,Jesus Calms the Storm,1_jf6119-0-0,6519,2020-01-16T01:47:17.604Z,,false,false
WESS_6930-jf6119-0-0_1515097293,Jesus Calms the Storm,1_jf6119-0-0,6930,2020-01-17T23:36:16.019Z,494,true,false
WESS_9626-jf6119-0-0_1347989405,Jesus Calms the Storm,1_jf6119-0-0,9626,2020-01-16T01:26:53.319Z,633,true,false
WESS_98588-jf6119-0-0_1619102400,Jesus Calms the Storm,1_jf6119-0-0,98588,2021-04-22T15:46:30.987Z,28740,true,false
WESS_99581-jf6119-0-0_1715867750,Jesus Calms the Storm,1_jf6119-0-0,99581,2024-05-16T16:19:06.526Z,,false,false
WESS_101621-jf6119-184497-33441_1471380963,Jesus Calms the Storm,1_jf6119-184497-33441,101621,2020-03-20T22:56:08.489Z,,false,false
WESS_101621-jf6119-184498-33442_1471445707,Jesus Calms the Storm,1_jf6119-184498-33442,101621,2020-03-20T22:56:02.259Z,,false,false
WESS_100773-jf6120-0-0_1362169435,Healing of the Demoniac,1_jf6120-0-0,100773,2020-03-20T23:11:46.237Z,32359,true,false
WESS_10262-jf6120-0-0_1345904367,Healing of the Demoniac,1_jf6120-0-0,10262,2020-01-16T01:42:38.187Z,30143,true,false
WESS_11668-jf6120-0-0_1351895442,Healing of the Demoniac,1_jf6120-0-0,11668,2018-05-14T13:20:50.150Z,928,true,false
WESS_1171-jf6120-0-0_1646664382,Healing of the Demoniac,1_jf6120-0-0,1171,2022-03-07T15:40:49.875Z,34750,true,false
WESS_1236-jf6120-0-0_1430844922,Healing of the Demoniac,1_jf6120-0-0,1236,2020-03-20T22:03:33.921Z,1337,true,false
WESS_1305-jf6120-0-0_1523977783,Healing of the Demoniac,1_jf6120-0-0,1305,2020-01-17T22:53:58.244Z,25103,true,false
WESS_13110-jf6120-0-0_1479324026,Healing of the Demoniac,1_jf6120-0-0,13110,2020-03-20T21:37:14.201Z,32755,true,false
WESS_1327-jf6120-0-0_1474319729,Healing of the Demoniac,1_jf6120-0-0,1327,2020-03-20T21:51:54.171Z,31116,true,false
WESS_139071-jf6120-0-0_1381348512,Healing of the Demoniac,1_jf6120-0-0,139071,2020-03-20T22:30:00.566Z,31881,true,false
WESS_140520-jf6120-0-0_1556887476,Healing of the Demoniac,1_jf6120-0-0,140520,2019-06-19T14:37:10.905Z,29093,true,false
WESS_142830-jf6120-0-0_1539271321,Healing of the Demoniac,1_jf6120-0-0,142830,2020-01-17T22:59:08.997Z,33806,true,false
WESS_143382-jf6120-0-0_1674085629,Healing of the Demoniac,1_jf6120-0-0,143382,2023-01-18T23:58:55.633Z,35031,true,false
WESS_16618-jf6120-0-0_1587069285,Healing of the Demoniac,1_jf6120-0-0,16618,2020-04-16T23:07:12.796Z,34748,true,false
WESS_174473-jf6120-0-0_1436350352,Healing of the Demoniac,1_jf6120-0-0,174473,2020-03-20T22:02:33.383Z,32812,true,false
WESS_184827-jf6120-0-0_1506017766,Healing of the Demoniac,1_jf6120-0-0,184827,2020-01-18T00:04:16.752Z,33415,true,false
WESS_185058-jf6120-0-0_1650997680,Healing of the Demoniac,1_jf6120-0-0,185058,2022-04-26T19:47:17.130Z,34757,true,false
WESS_18922-jf6120-0-0_1745853038,Healing of the Demoniac,1_jf6120-0-0,18922,2025-04-28T16:00:06.695Z,32846,true,false
WESS_19495-jf6120-0-0_1368227335,Healing of the Demoniac,1_jf6120-0-0,19495,2020-03-20T22:48:34.378Z,31642,true,false
WESS_19767-jf6120-0-0_1349546804,Healing of the Demoniac,1_jf6120-0-0,19767,2020-01-16T00:56:36.015Z,28051,true,false
WESS_19800-jf6120-0-0_1349793507,Healing of the Demoniac,1_jf6120-0-0,19800,2020-01-16T00:54:27.390Z,651,true,false
WESS_20223-jf6120-0-0_1352420930,Healing of the Demoniac,1_jf6120-0-0,20223,2020-03-20T22:34:48.509Z,1289,true,false
WESS_20525-jf6120-0-0_1352486592,Healing of the Demoniac,1_jf6120-0-0,20525,2021-06-16T20:00:20.493Z,34156,true,false
WESS_20637-jf6120-0-0_1352484677,Healing of the Demoniac,1_jf6120-0-0,20637,2018-05-14T13:05:01.371Z,292,true,false
WESS_22197-jf6120-0-0_1351802484,Healing of the Demoniac,1_jf6120-0-0,22197,2020-01-16T00:38:28.195Z,,false,false
WESS_3122-jf6120-0-0_1742393897,Healing of the Demoniac,1_jf6120-0-0,3122,2025-03-19T15:46:44.965Z,,false,false
WESS_4309-jf6120-0-0_1349538689,Healing of the Demoniac,1_jf6120-0-0,4309,2018-05-14T14:32:07.911Z,1377,true,false
WESS_4312-jf6120-0-0_1348200738,Healing of the Demoniac,1_jf6120-0-0,4312,2020-01-16T01:07:50.558Z,1049,true,false
WESS_4823-jf6120-0-0_1591381879,Healing of the Demoniac,1_jf6120-0-0,4823,2020-06-05T19:14:15.969Z,32108,true,false
WESS_5190-jf6120-0-0_1342471373,Jesus Heals Demoniac,1_jf6120-0-0,5190,2020-01-16T02:22:06.843Z,,false,false
WESS_580-jf6120-0-0_1348195962,Healing of the Demoniac,1_jf6120-0-0,580,2020-01-16T01:16:35.103Z,1521,true,false
WESS_6519-jf6120-0-0_1345894904,Healing of the Demoniac,1_jf6120-0-0,6519,2020-01-16T01:47:03.452Z,,false,false
WESS_6930-jf6120-0-0_1515097398,Healing of the Demoniac,1_jf6120-0-0,6930,2020-01-17T23:36:25.092Z,494,true,false
WESS_9626-jf6120-0-0_1347989484,Healing of the Demoniac,1_jf6120-0-0,9626,2020-01-16T01:27:06.077Z,633,true,false
WESS_98588-jf6120-0-0_1619102348,Healing of the Demoniac,1_jf6120-0-0,98588,2021-04-22T15:48:27.477Z,28740,true,false
WESS_99581-jf6120-0-0_1715867750,Healing of the Demoniac,1_jf6120-0-0,99581,2024-05-16T16:18:30.753Z,,false,false
WESS_101621-jf6120-184497-33441_1471380931,Healing of the Demoniac,1_jf6120-184497-33441,101621,2020-03-20T22:17:07.190Z,,false,false
WESS_101621-jf6120-184498-33442_1471445767,Healing of the Demoniac,1_jf6120-184498-33442,101621,2020-03-20T22:16:59.448Z,,false,false
WESS_100773-jf6121-0-0_1362169433,"Jesus Feeds 5,000",1_jf6121-0-0,100773,2020-03-20T21:54:39.335Z,32359,true,false
WESS_10262-jf6121-0-0_1345902913,"Jesus Feeds 5,000",1_jf6121-0-0,10262,2020-01-16T01:42:30.440Z,30143,true,false
WESS_11668-jf6121-0-0_1351895732,"Jesus Feeds 5,000",1_jf6121-0-0,11668,2020-01-16T00:31:55.034Z,928,true,false
WESS_1171-jf6121-0-0_1646664360,"Jesus Feeds 5,000",1_jf6121-0-0,1171,2022-03-07T15:47:45.707Z,34750,true,false
WESS_1236-jf6121-0-0_1430844925,"Jesus Feeds 5,000",1_jf6121-0-0,1236,2020-03-20T22:03:33.791Z,1337,true,false
WESS_1305-jf6121-0-0_1523978262,"Jesus Feeds 5,000",1_jf6121-0-0,1305,2020-01-18T00:29:23.061Z,25103,true,false
WESS_13110-jf6121-0-0_1479325041,"Jesus Feeds 5,000",1_jf6121-0-0,13110,2020-03-20T21:51:37.814Z,32755,true,false
WESS_1327-jf6121-0-0_1474319725,"Jesus Feeds 5,000",1_jf6121-0-0,1327,2018-05-14T12:18:48.826Z,31116,true,false
WESS_139071-jf6121-0-0_1381348504,"Jesus Feeds 5,000",1_jf6121-0-0,139071,2020-03-20T22:08:35.798Z,31881,true,false
WESS_140520-jf6121-0-0_1556887430,"Jesus Feeds 5,000",1_jf6121-0-0,140520,2019-06-19T14:34:51.855Z,29093,true,false
